GaussianMLPPolicy/KLBefore,Evaluation/TerminationRate,TotalEnvSteps,GaussianMLPPolicy/dLoss,GaussianMLPPolicy/Entropy,GaussianMLPPolicy/LossAfter,Evaluation/StdReturn,Evaluation/MinReturn,GaussianMLPValueFunction/LossAfter,Evaluation/AverageDiscountedReturn,GaussianMLPValueFunction/LossBefore,Evaluation/Iteration,Evaluation/NumEpisodes,GaussianMLPPolicy/LossBefore,GaussianMLPPolicy/KL,Evaluation/AverageReturn,Evaluation/MaxReturn,GaussianMLPValueFunction/dLoss
0.0,0.0,123876,0.0004097120836377144,-0.334068238735199,-0.009507661685347557,0.03330219149226621,-3.8531669425554993,-0.7746765613555908,-0.3831840369776438,-0.7004520297050476,61,2,-0.009097949601709843,0.004689267836511135,-3.819864751063233,-3.786562559570967,0.07422453165054321
0.0,0.0,125874,0.0,-0.334068238735199,-0.012392069213092327,0.04200572594077667,-3.572918231123106,-0.8520128726959229,-0.3478787334735827,-0.7677083611488342,62,2,-0.012392069213092327,0.0,-3.5309125051823296,-3.4889067792415527,0.08430451154708862
0.0,0.0,127872,0.00047412619460374117,-0.33974212408065796,-0.001531208399683237,0.060454303923600516,-3.4267574277142754,-0.9320797324180603,-0.34431548426615843,-0.8681166768074036,63,2,-0.001057082205079496,0.006964649073779583,-3.366303123790675,-3.3058488198670744,0.06396305561065674
0.0,0.0,129870,6.892427336424589e-06,-0.34531673789024353,-0.0005792329902760684,0.003992833414047325,-3.40158385561216,-0.988591730594635,-0.30104291899504576,-0.9316326379776001,64,2,-0.0005723405629396439,0.0005789028946310282,-3.3975910221981125,-3.393598188784065,0.05695909261703491
0.0,0.0,131868,0.00010575284250080585,-0.3724479675292969,0.003189509268850088,0.07988879910132662,-3.5058770048570747,-1.0252083539962769,-0.3235904582134942,-0.9746584296226501,65,2,0.003295262111350894,0.008500808849930763,-3.425988205755748,-3.3460994066544214,0.05054992437362671
0.0,0.0,133866,1.223292201757431e-05,-0.38758519291877747,0.00687822001054883,0.04387719931626344,-3.5552749142633475,-1.05801522731781,-0.34162498016665777,-1.0002323389053345,66,2,0.006890452932566404,0.0022528201807290316,-3.5113977149470843,-3.4675205156308206,0.057782888412475586
0.0,0.0,135864,3.191246651113033e-05,-0.42519763112068176,0.0030583140905946493,0.017157584139502857,-3.6811212955552794,-0.9923990964889526,-0.3807059660739934,-0.970667839050293,67,2,0.0030902265571057796,0.0038726781494915485,-3.663963711415777,-3.6468061272762737,0.021731257438659668
0.0,0.0,137862,0.00077077466994524,-0.4792528748512268,-0.008176329545676708,0.07326010704376262,-3.6075224873073775,-1.0235648155212402,-0.40383728604630287,-0.9753564596176147,68,2,-0.007405554875731468,0.008026571944355965,-3.534262380263615,-3.461002273219852,0.04820835590362549
0.0,0.0,139860,0.0005117263644933701,-0.5091447234153748,-0.021907294169068336,0.02431352340178483,-2.9622913323910582,-1.230352520942688,-0.30853539022224663,-1.0094201564788818,69,2,-0.021395567804574966,0.009358220733702183,-2.9379778089892734,-2.9136642855874886,0.22093236446380615
0.0,0.0,141858,0.00031207967549562454,-0.5277148485183716,-0.0052607557736337185,0.0276409136520257,-2.804962797242572,-1.3338028192520142,-0.2523160086490752,-1.268227219581604,70,2,-0.004948676098138094,0.005357417277991772,-2.777321883590546,-2.7496809699385207,0.06557559967041016
0.0,0.0,143856,0.00035427650436758995,-0.5343208312988281,-0.005461300257593393,0.21145714285310868,-2.848562956768728,-1.349332571029663,-0.2650328704552609,-1.2907140254974365,71,2,-0.005107023753225803,0.0051896884106099606,-2.6371058139156194,-2.4256486710625107,0.05861854553222656
0.0,0.0,145854,0.00021547917276620865,-0.5501218438148499,-0.009132308885455132,0.16458300088793876,-2.5276191804454435,-1.3775842189788818,-0.24323239027348964,-1.2895547151565552,72,2,-0.008916829712688923,0.008015211671590805,-2.363036179557505,-2.198453178669566,0.08802950382232666
0.0,0.0,147852,0.0005864058621227741,-0.6151355504989624,-0.003578150412067771,0.1265627912569629,-2.326658302259748,-1.406349539756775,-0.211310679894955,-1.3751801252365112,73,2,-0.002991744549944997,0.008695542812347412,-2.200095511002785,-2.073532719745822,0.031169414520263672
0.0,0.0,149850,0.00023731309920549393,-0.6850054860115051,-0.010475479066371918,0.05011957353402141,-1.8882024569531553,-1.6239125728607178,-0.16189173295655224,-1.4808380603790283,74,2,-0.010238165967166424,0.006325439549982548,-1.8380828834191338,-1.7879633098851124,0.14307451248168945
0.0,0.0,151848,1.3765878975391388e-05,-0.6993885636329651,-0.00914726685732603,0.0037722518323515253,-1.57683587027178,-1.7354239225387573,-0.16863237137889897,-1.5868619680404663,75,2,-0.00913350097835064,0.0040641725063323975,-1.5730636184394284,-1.569291366607077,0.14856195449829102
0.0,0.0,153846,0.00015049288049340248,-0.7775821685791016,-0.004328419454395771,0.07300210436483778,-1.5095040166442426,-1.8395333290100098,-0.13465636557877148,-1.752360224723816,76,2,-0.0041779265739023685,0.007051188964396715,-1.4365019122794047,-1.363499807914567,0.08717310428619385
0.0,0.0,155844,5.3923577070236206e-05,-0.7819200754165649,-0.0052488865330815315,0.017326188335023418,-1.3203024522719173,-1.9104212522506714,-0.12528074641012688,-1.8181841373443604,77,2,-0.005194962956011295,0.004887938499450684,-1.3029762639368938,-1.2856500756018705,0.09223711490631104
0.0,0.0,157842,0.00021593912970274687,-0.8567473888397217,-0.0007704425370320678,0.06423509705210795,-1.4165796347910398,-1.9685478210449219,-0.13243750576285296,-1.9144796133041382,78,2,-0.0005545034073293209,0.007369739003479481,-1.3523445377389318,-1.2881094406868239,0.05406820774078369
0.0,0.0,159840,0.00014512240886688232,-0.9271926283836365,-0.00812214519828558,0.004658948234309679,-1.0833384757872275,-2.082573652267456,-0.10117975998660439,-1.9044368267059326,79,2,-0.007977022789418697,0.006393365561962128,-1.078679527552918,-1.0740205793186082,0.17813682556152344
0.0,0.0,161838,2.8223730623722076e-06,-0.9317322373390198,-0.0026843056548386812,0.02089163288846574,-0.9738703918766821,-2.216841697692871,-0.09280938323154415,-2.123948097229004,80,2,-0.002681483281776309,0.002188107930123806,-0.9529787589882164,-0.9320871260997506,0.09289360046386719
0.0,0.0,163836,0.00017707160441204906,-1.0092743635177612,-0.0008962696301750839,0.017299054550290183,-0.9488769010540853,-2.215559720993042,-0.09170693879334649,-2.164180040359497,81,2,-0.0007191980257630348,0.007372533902525902,-0.9315778465037952,-0.9142787919535049,0.05137968063354492
0.0,0.0,165834,0.00022247224114835262,-1.092344045639038,-0.001929150428622961,0.0019378997649934226,-0.8391565621275539,-2.322796106338501,-0.07376753516294413,-2.254948139190674,82,2,-0.0017066781874746084,0.009708492085337639,-0.8372186623625604,-0.835280762597567,0.06784796714782715
0.0,0.0,167832,0.00011575780808925629,-1.1698700189590454,-0.0062642148695886135,0.02456301318362586,-0.6904207853143064,-2.4333126544952393,-0.07058207807197903,-2.2408370971679688,83,2,-0.006148457061499357,0.006729932501912117,-0.6658577721306805,-0.6412947589470547,0.1924755573272705
0.0,0.0,169830,9.380010305903852e-05,-1.2422229051589966,-0.0005715485895052552,0.00045745593753682146,-0.5558502916595116,-2.5563101768493652,-0.05739823784787251,-2.4772229194641113,84,2,-0.0004777484864462167,0.008605007082223892,-0.5553928357219748,-0.554935379784438,0.0790872573852539
0.0,0.0,171828,3.951229155063629e-05,-1.3163487911224365,-0.0027444027364253998,0.003134441829072243,-0.4884905020352062,-2.6828207969665527,-0.05098213440983193,-2.561438798904419,85,2,-0.0027048904448747635,0.006625392008572817,-0.485356060206134,-0.48222161837706173,0.12138199806213379
0.0,0.0,173826,9.127426892518997e-05,-1.39451003074646,-0.0029517097864300013,0.007355740276236589,-0.40195029982109487,-2.7232635021209717,-0.038461517919441704,-2.6322476863861084,86,2,-0.0028604355175048113,0.007071496918797493,-0.3945945595448583,-0.3872388192686217,0.09101581573486328
0.0,0.0,175824,4.397844895720482e-05,-1.4547067880630493,-0.002590140327811241,0.0027357551511842104,-0.3594779777515441,-2.857276439666748,-0.03494599913578355,-2.7339699268341064,87,2,-0.0025461618788540363,0.006157838739454746,-0.3567422226003599,-0.3540064674491757,0.1233065128326416
0.0,0.0,177822,0.0,-1.4547067880630493,-0.002559877233579755,0.008749113725290969,-0.33115801287971375,-2.9323344230651855,-0.0303162506878752,-2.8115286827087402,88,2,-0.002559877233579755,0.0,-0.3224088991544228,-0.3136597854291318,0.12080574035644531
0.0,0.0,179820,6.969424430280924e-05,-1.5314754247665405,0.0012351070763543248,0.0010014112104339279,-0.330595496097245,-2.9723362922668457,-0.03362368283050291,-2.900648593902588,89,2,0.001304801320657134,0.006527996622025967,-0.3295940848868111,-0.3285926736763771,0.07168769836425781
0.0,0.0,181818,3.544846549630165e-07,-1.5357567071914673,0.0012654283782467246,0.0008640304756376282,-0.29621304128126447,-3.080021858215332,-0.02799584247362786,-3.005342721939087,90,2,0.0012657828629016876,0.0003792601637542248,-0.2953490108056268,-0.2944849803299892,0.07467913627624512
0.0,0.0,183816,4.5335618779063225e-05,-1.6125223636627197,-0.002681001555174589,0.005864433335909525,-0.290879603524498,-3.1570167541503906,-0.03006657905373751,-2.9920051097869873,91,2,-0.002635665936395526,0.0064365011639893055,-0.28501517018858846,-0.27915073685267894,0.16501164436340332
0.0,0.0,185814,3.7575955502688885e-05,-1.6803888082504272,-0.0016542966477572918,0.004883974164697699,-0.24136649416656025,-3.243833303451538,-0.021594231469530524,-3.1403324604034424,92,2,-0.001616720692254603,0.007205217611044645,-0.23648252000186254,-0.23159854583716485,0.1035008430480957
0.0,0.0,187812,3.97262629121542e-05,-1.7717609405517578,-0.001516521442681551,0.007727913041302659,-0.22298244356174038,-3.3439648151397705,-0.021878723392731884,-3.2298989295959473,93,2,-0.0014767951797693968,0.009612027555704117,-0.21525453052043772,-0.20752661747913506,0.11406588554382324
0.0,0.0,189810,3.503682091832161e-05,-1.8633341789245605,-0.0017197633860632777,0.002855795607245637,-0.17441236515321074,-3.4388091564178467,-0.015984169510291222,-3.2983968257904053,94,2,-0.0016847265651449561,0.009473606944084167,-0.1715565695459651,-0.16870077393871946,0.1404123306274414
0.0,0.0,191808,3.155487502226606e-05,-1.9241441488265991,6.0312479035928845e-05,0.0021222078991793014,-0.1615077745169618,-3.515207290649414,-0.015976785272640424,-3.438429832458496,95,2,9.18673540581949e-05,0.007849845103919506,-0.1593855666177825,-0.1572633587186032,0.07677745819091797
0.0,0.0,193806,1.953798346221447e-05,-1.9693129062652588,-0.0011790855787694454,0.005401155612823963,-0.1391645508118008,-3.6075754165649414,-0.012937068285757598,-3.489060401916504,96,2,-0.001159547595307231,0.009740067645907402,-0.13376339519897684,-0.12836223958615287,0.1185150146484375
0.0,0.0,195804,1.9717321265488863e-05,-2.0327069759368896,-0.0007740009459666908,0.005440046770318341,-0.1242300075502174,-3.680588722229004,-0.011966381805229688,-3.5940945148468018,97,2,-0.0007542836247012019,0.0061800433322787285,-0.11878996077989906,-0.11334991400958072,0.08649420738220215
