TotalEnvSteps,Evaluation/StdReturn,Evaluation/NumEpisodes,Evaluation/TerminationRate,Evaluation/Iteration,Evaluation/MaxReturn,Evaluation/MinReturn,Evaluation/AverageDiscountedReturn,Evaluation/AverageReturn
483442,0.016663244759024476,2,0.0,241,-4.032078545544897,-4.065405035062946,-0.4156192824426479,-4.048741790303922
485440,0.09000082037147106,2,0.0,242,-3.8813514761118695,-4.061353116854812,-0.3992566982783896,-3.9713522964833405
487438,0.011273360452658032,2,0.0,243,-4.23702348379473,-4.259570204700046,-0.45459768788706245,-4.248296844247388
489436,0.0825755207142036,2,0.0,244,-4.176458369059013,-4.34160941048742,-0.4460850847078137,-4.2590338897732165
491434,0.08966823337183083,2,0.0,245,-4.240699764554309,-4.420036231297971,-0.431988169566625,-4.33036799792614
493432,0.038762886590772094,2,0.0,246,-4.412621014110394,-4.4901467872919385,-0.45735788525176596,-4.451383900701167
495430,0.08160376338947195,2,0.0,247,-4.222561602264175,-4.385769129043119,-0.4545961535334029,-4.304165365653647
497428,0.15648497766513403,2,0.0,248,-4.055017653134429,-4.367987608464697,-0.45396737174113844,-4.211502630799563
499426,0.11916903900080689,2,0.0,249,-4.0582407161768845,-4.296578794178498,-0.44939367443498446,-4.177409755177692
501424,0.1445297986113907,2,0.0,250,-3.8308795333094423,-4.119939130532224,-0.37632243990360437,-3.975409331920833
503422,0.06925825525046725,2,0.0,251,-3.9566631342168335,-4.095179644717768,-0.4450426665651366,-4.0259213894673005
505420,0.11803784338855472,2,0.0,252,-3.7924478950068643,-4.028523581783974,-0.3733021899094094,-3.910485738395419
507418,0.11762786411620718,2,0.0,253,-3.4603210910299755,-3.69557681926239,-0.35026519979641635,-3.5779489551461827
509416,0.05708947948258003,2,0.0,254,-3.4774368021649202,-3.5916157611300803,-0.33252722468951484,-3.5345262816475005
511414,0.18996278264237132,2,0.0,255,-3.1214511036401533,-3.501376668924896,-0.3461835541034617,-3.3114138862825246
513412,0.06884717514346139,2,0.0,256,-2.9909492202600294,-3.128643570546952,-0.3011809695929762,-3.059796395403491
515410,0.14617395554985202,2,0.0,257,-2.970240421558571,-3.262588332658275,-0.33143421137453755,-3.1164143771084234
517408,0.006838445110721292,2,0.0,258,-3.0932614186273253,-3.106938308848768,-0.3044627698137793,-3.1000998637380466
519406,0.10829004696561562,2,0.0,259,-3.074324010762991,-3.2909041046942225,-0.33439655597968737,-3.182614057728607
521404,0.5391288054681251,2,0.0,260,-3.2781042571716843,-4.356361868107935,-0.3616645136117916,-3.8172330626398097
523402,0.11749619886658014,2,0.0,261,-2.708743422440592,-2.9437358201737522,-0.28592864968898124,-2.826239621307172
525400,0.07191622206361648,2,0.0,262,-3.0547693079024856,-3.1986017520297185,-0.3072264728628392,-3.1266855299661023
527398,0.11809101484135942,2,0.0,263,-2.683011268945733,-2.9191932986284517,-0.25573666480076745,-2.8011022837870923
529396,0.037790353913112584,2,0.0,264,-2.796148388417983,-2.8717290962442084,-0.28633760902358113,-2.833938742331096
531394,0.011234171867140486,2,0.0,265,-2.625012683793946,-2.647481027528227,-0.24435666535909595,-2.6362468556610863
533392,0.04410746016053069,2,0.0,266,-2.9450530730701434,-3.033267993391205,-0.2721641215283316,-2.989160533230674
535390,0.07801134032187051,2,0.0,267,-2.700600973371204,-2.8566236540149452,-0.2686046658049071,-2.778612313693075
537388,0.07906225591977467,2,0.0,268,-2.86937421157038,-3.0274987234099293,-0.29716903422317076,-2.9484364674901546
539386,0.14720995603670883,2,0.0,269,-2.935137616835935,-3.2295575289093525,-0.29111326884194855,-3.082347572872644
541384,0.09487578709390498,2,0.0,270,-2.995789332321756,-3.185540906509566,-0.34519000383854315,-3.090665119415661
543382,0.02096254755409621,2,0.0,271,-2.9778938247027074,-3.0198189198109,-0.3376349307982952,-2.9988563722568036
545380,0.099829594374514,2,0.0,272,-3.0406308803715185,-3.2402900691205465,-0.3153847588549803,-3.1404604747460327
547378,0.09494633690453469,2,0.0,273,-3.3482398136365874,-3.538132487445657,-0.38082937305197395,-3.443186150541122
549376,0.11410128796889163,2,0.0,274,-3.238954959965191,-3.4671575359029743,-0.35147679383757346,-3.3530562479340826
551374,0.04832058423707819,2,0.0,275,-3.312557389900049,-3.4091985583742055,-0.3625971453120193,-3.3608779741371273
553372,0.26866275998051603,2,0.0,276,-3.257650046724212,-3.794975566685244,-0.3239237934701227,-3.526312806704728
555370,0.007837638360759902,2,0.0,277,-3.2476679967649775,-3.2633432734864973,-0.3280013684491102,-3.255505635125737
557368,0.02119281154655339,2,0.0,278,-3.040968755956156,-3.0833543790492626,-0.3145152959798282,-3.0621615675027094
559366,0.013092947621859308,2,0.0,279,-3.1419402277649833,-3.168126123008702,-0.3195661491041641,-3.1550331753868424
561364,0.031400672319106704,2,0.0,280,-2.7840493500193926,-2.846850694657606,-0.3007933563927817,-2.8154500223384993
563362,0.16552635065024734,2,0.0,281,-2.9436022241180444,-3.274654925418539,-0.30932456713095513,-3.1091285747682917
565360,0.040773858675424934,2,0.0,282,-2.9547418419394686,-3.0362895592903185,-0.3064463175654209,-2.9955157006148934
567358,0.06256961489540624,2,0.0,283,-2.7795250055938645,-2.904664235384677,-0.2943093287781271,-2.842094620489271
569356,0.10279972081254152,2,0.0,284,-2.629760391018491,-2.835359832643574,-0.24230909406629078,-2.7325601118310328
571354,0.10518098423394062,2,0.0,285,-2.664316073365616,-2.8746780418334974,-0.28515324555947325,-2.7694970575995566
573352,0.09730184940758835,2,0.0,286,-2.7845193128627472,-2.979123011677924,-0.3262941848300319,-2.8818211622703354
575350,0.22632953573191483,2,0.0,287,-2.8488498817212475,-3.301508953185077,-0.313788779072957,-3.075179417453162
577348,0.007073958685928972,2,0.0,288,-2.791353695680323,-2.805501613052181,-0.26703784715285456,-2.798427654366252
579346,0.1212337036979283,2,0.0,289,-2.628879802959748,-2.8713472103556046,-0.2781487104099962,-2.7501135066576765
581344,0.23817975030876837,2,0.0,290,-2.2284976334181934,-2.70485713403573,-0.25382563219021553,-2.466677383726962
583342,0.14432370967320685,2,0.0,291,-2.6255433888522517,-2.9141908081986654,-0.265427897998145,-2.7698670985254585
585340,0.35715484813932163,2,0.0,292,-2.352964206201288,-3.0672739024799314,-0.2628391609028362,-2.71011905434061
587338,0.16586301125870384,2,0.0,293,-2.8452508083665333,-3.176976830883941,-0.3179085637081944,-3.011113819625237
589336,0.26694326617963204,2,0.0,294,-3.1261834347272113,-3.6600699670864754,-0.3514568859009328,-3.3931267009068433
591334,0.15568297872337689,2,0.0,295,-2.8139636389400384,-3.125329596386792,-0.3378756790276874,-2.9696466176634155
593332,0.13730916133885862,2,0.0,296,-2.509749757442375,-2.784368080120092,-0.32127763942803444,-2.6470589187812337
595330,0.16102183115906543,2,0.0,297,-2.3459511640206863,-2.667994826338817,-0.26449821003666973,-2.5069729951797517
597328,0.09442618449897155,2,0.0,298,-2.61465740769402,-2.803509776691963,-0.23712723689584664,-2.7090835921929917
599326,0.06753170323428859,2,0.0,299,-2.7984885068065717,-2.933551913275149,-0.3004366944932108,-2.86602021004086
601324,0.38578066635791,2,0.0,300,-2.620663038252566,-3.392224370968386,-0.2309113140034877,-3.0064437046104757
603322,0.11269538139339352,2,0.0,301,-2.6058044253212387,-2.8311951881080257,-0.27598166864735085,-2.7184998067146324
605320,0.0611795328634015,2,0.0,302,-2.602232776180052,-2.724591841906855,-0.2193467800464363,-2.6634123090434536
607318,0.07109817998890411,2,0.0,303,-2.5021384323050704,-2.6443347922828786,-0.23928340278440435,-2.5732366122939743
609316,0.22721936188549496,2,0.0,304,-2.639776731410355,-3.0942154551813448,-0.2778154088239825,-2.8669960932958496
611314,0.03067531238788912,2,0.0,305,-2.823137476534338,-2.8844881013101165,-0.29903178123321217,-2.8538127889222276
613312,0.09084368932985187,2,0.0,306,-3.0305036822509575,-3.212191060910661,-0.30096440643850453,-3.1213473715808093
615310,0.3067372026317654,2,0.0,307,-3.0475739255380256,-3.6610483308015564,-0.35361866597262104,-3.3543111281697913
617308,0.005332188610507327,2,0.0,308,-3.319268178565648,-3.329932555786663,-0.3318463740627775,-3.3246003671761555
619306,0.1623729144856343,2,0.0,309,-3.1025186491533443,-3.427264478124613,-0.34411516400050657,-3.2648915636389786
621304,0.12102361913312643,2,0.0,310,-2.8189393825666835,-3.0609866208329364,-0.2694627210167414,-2.9399630016998097
623302,0.18667447060076503,2,0.0,311,-2.7366404545439766,-3.1099893957455067,-0.2923336586332254,-2.9233149251447417
625300,0.009851273992921739,2,0.0,312,-2.888447323343233,-2.9081498713290763,-0.3016951934536607,-2.8982985973361544
627298,0.4553063346260673,2,0.0,313,-2.763059079221694,-3.6736717484738284,-0.30599629269778506,-3.218365413847761
629296,0.04935776170039907,2,0.0,314,-2.5576986784464575,-2.6564142018472556,-0.26931692481836966,-2.607056440146857
631294,0.06235374438465091,2,0.0,315,-2.850318565739805,-2.9750260545091067,-0.3474972031743647,-2.9126723101244556
633292,0.12073264140820572,2,0.0,316,-2.432351541160516,-2.6738168239769275,-0.27003575539055824,-2.553084182568722
635290,0.43226625473923486,2,0.0,317,-3.56751224804093,-4.4320447575193995,-0.437336176752463,-3.9997785027801647
637288,0.1792614131502075,2,0.0,318,-2.261964948569571,-2.620487774869986,-0.2316243993427814,-2.441226361719779
639286,0.2942670006193133,2,0.0,319,-2.575141263720668,-3.1636752649592945,-0.270096832820014,-2.869408264339981
641284,0.03157936723507526,2,0.0,320,-2.480217994625341,-2.5433767290954914,-0.2367677176743771,-2.511797361860416
643282,0.03673775474419094,2,0.0,321,-2.5938762521022536,-2.6673517615906355,-0.25267920989268805,-2.6306140068464448
645280,0.22045378527119297,2,0.0,322,-2.558202325166411,-2.999109895708797,-0.25605710902880274,-2.778656110437604
647278,0.10143964442339182,2,0.0,323,-2.477405268691953,-2.680284557538737,-0.22136798329060497,-2.5788449131153452
649276,0.018661202277139743,2,0.0,324,-2.7064719924908593,-2.743794397045139,-0.29532757814318,-2.725133194767999
651274,0.09809412265282513,2,0.0,325,-2.525712046825191,-2.721900292130841,-0.2509993239919563,-2.6238061694780157
653272,0.124462200086628,2,0.0,326,-2.6648775329552543,-2.9138019331285103,-0.3243567157006968,-2.7893397330418823
655270,0.3008815977934025,2,0.0,327,-2.403641875580484,-3.005405071167289,-0.24745964141482474,-2.7045234733738868
657268,0.031706229240248796,2,0.0,328,-2.4721077251289167,-2.5355201836094143,-0.24865064019800215,-2.5038139543691655
659266,0.022648497927637568,2,0.0,329,-2.6229520438704674,-2.6682490397257426,-0.271973162616116,-2.645600541798105
661264,0.2134787118900059,2,0.0,330,-2.375507221715918,-2.8024646454959297,-0.26706442000838615,-2.5889859336059238
663262,0.3632599303822335,2,0.0,331,-2.4437691984623777,-3.1702890592268447,-0.2653895514639243,-2.8070291288446114
665260,0.1029972812964346,2,0.0,332,-2.6003044615671156,-2.806299024159985,-0.25953390196151793,-2.70330174286355
667258,0.01770403169114565,2,0.0,333,-2.60273152869376,-2.638139592076051,-0.24804683531414964,-2.620435560384905
669256,0.010694257622048564,2,0.0,334,-2.4663634481909935,-2.4877519634350906,-0.25524831502238554,-2.477057705813042
671254,0.05490991859456007,2,0.0,335,-2.7864809361377287,-2.896300773326849,-0.2801027124823666,-2.841390854732289
673252,0.14029967911720065,2,0.0,336,-2.367338384599259,-2.64793774283366,-0.24423149549773115,-2.5076380637164597
675250,0.04447267251036813,2,0.0,337,-2.56153192514719,-2.6504772701679262,-0.26287270865817625,-2.606004597657558
677248,0.18529548267897922,2,0.0,338,-2.5920512895786882,-2.9626422549366467,-0.3577773595431186,-2.7773467722576672
679246,0.046541473874491146,2,0.0,339,-2.5367473502592937,-2.629830298008276,-0.24510711396047913,-2.583288824133785
681244,0.11079338417041362,2,0.0,340,-2.0269746287008283,-2.2485613970416556,-0.22881129463500013,-2.137768012871242
683242,0.17146357130815604,2,0.0,341,-1.9851627352765462,-2.3280898778928583,-0.19710932100150258,-2.1566263065847022
685240,0.055173099833295325,2,0.0,342,-2.0351402370988927,-2.1454864367654833,-0.20818142752111515,-2.090313336932188
687238,0.18483509312542956,2,0.0,343,-1.8218126906421326,-2.1914828768929917,-0.1799910404571326,-2.006647783767562
689236,0.13766473570229365,2,0.0,344,-1.9401505715266028,-2.21548004293119,-0.17626930164887533,-2.0778153072288963
691234,0.21281434416215195,2,0.0,345,-1.8507185625737632,-2.276347250898067,-0.2261575505746804,-2.063532906735915
693232,0.14767660853907394,2,0.0,346,-3.405441725757456,-3.700794942835604,-0.41992788422856386,-3.55311833429653
695230,0.8718252482050495,2,0.0,347,-2.242380749373742,-3.986031245783841,-0.32493262952734214,-3.1142059975787912
697228,0.16155549133633396,2,0.0,348,-2.0315698604624415,-2.3546808431351094,-0.21368375932079062,-2.193125351798775
699226,0.005433997272131119,2,0.0,349,-2.14904513070927,-2.1599131252535324,-0.2247009100411264,-2.1544791279814013
701224,0.20940475588417262,2,0.0,350,-1.8903916046767504,-2.3092011164450956,-0.2251408415696885,-2.099796360560923
703222,0.30079952834837076,2,0.0,351,-1.8004704397621565,-2.402069496458898,-0.19819278908369672,-2.101269968110527
705220,0.04099910624260894,2,0.0,352,-2.032142968492042,-2.11414118097726,-0.18601916183652023,-2.073142074734651
707218,0.14865032239667442,2,0.0,353,-2.142523927120602,-2.4398245719139506,-0.2740046450238601,-2.291174249517276
709216,0.15690029740204636,2,0.0,354,-2.274958277845916,-2.5887588726500086,-0.2310568592060038,-2.4318585752479622
711214,0.17151089622611093,2,0.0,355,-2.2580875056427243,-2.601109298094946,-0.26886345114859517,-2.4295984018688355
713212,0.2828897816392547,2,0.0,356,-1.9698272106876622,-2.5356067739661716,-0.23233958277718458,-2.252716992326917
715210,0.0003545089789049882,2,0.0,357,-2.041150272436998,-2.041859290394808,-0.16588712185969356,-2.041504781415903
717208,0.11758250198175824,2,0.0,358,-2.303436448914189,-2.5386014528777054,-0.3196736132199858,-2.421018950895947
719206,0.025358604504490345,2,0.0,359,-1.648068974028642,-1.6987861830376227,-0.14993888197941224,-1.6734275785331323
721204,0.2415740358173255,2,0.0,360,-1.7331949299877745,-2.2163430016224255,-0.15286085256974585,-1.9747689658051
723202,0.049032178519240466,2,0.0,361,-2.0215492119170904,-2.1196135689555713,-0.2243273533855995,-2.070581390436331
725200,0.04266322559583202,2,0.0,362,-1.8878338298362447,-1.9731602810279087,-0.17125000059195267,-1.9304970554320766
727198,0.0818595677762961,2,0.0,363,-2.03157441569373,-2.1952935512463223,-0.17087130039621595,-2.113433983470026
729196,0.07272223526610178,2,0.0,364,-1.511799534622321,-1.6572440051545245,-0.18704360960432678,-1.5845217698884229
731194,0.10055021301879419,2,0.0,365,-1.3900518831522286,-1.591152309189817,-0.16093839073366573,-1.4906020961710227
733192,0.05976985558297898,2,0.0,366,-1.4367897444950757,-1.5563294556610336,-0.12485660891144595,-1.4965596000780548
735190,0.07307371661052964,2,0.0,367,-1.5098703120715844,-1.6560177452926437,-0.14532528163207936,-1.582944028682114
737188,0.02422738715480066,2,0.0,368,-1.9235418761956242,-1.9719966505052255,-0.22149802881070024,-1.9477692633504249
739186,0.21362065417812537,2,0.0,369,-2.6465549960449937,-3.0737963044012444,-0.39372471197697223,-2.860175650223119
741184,0.05608921452960969,2,0.0,370,-1.6111012421464512,-1.7232796712056706,-0.24697579959008137,-1.667190456676061
743182,0.35162201370897583,2,0.0,371,-2.194910866585328,-2.8981548940032797,-0.4049794343382127,-2.546532880294304
745180,0.10357558426745783,2,0.0,372,-1.9441828751655412,-2.151334043700457,-0.25101917730968293,-2.047758459432999
747178,0.0765280477276401,2,0.0,373,-1.2637118951700685,-1.4167679906253487,-0.14387650563468007,-1.3402399428977088
749176,0.3962019233702103,2,0.0,374,-1.774958810550325,-2.5673626572907455,-0.28433959807755577,-2.1711607339205354
751174,0.1766671193411511,2,0.0,375,-1.3377443251214372,-1.6910785638037393,-0.17751227706436987,-1.5144114444625882
753172,0.21406544180998022,2,0.0,376,-1.3179386653228202,-1.7460695489427807,-0.13757686003066008,-1.5320041071328006
755170,0.11483244478987598,2,0.0,377,-1.3218993160830017,-1.5515642056627537,-0.13447404485821077,-1.4367317608728776
757168,0.024780571775806726,2,0.0,378,-2.137765256635544,-2.1873264001871573,-0.2746716442281315,-2.162545828411351
759166,0.030276354092744318,2,0.0,379,-1.225779510831208,-1.2863322190166966,-0.13677117132507385,-1.2560558649239524
761164,0.003192481903543709,2,0.0,380,-1.4900738764214592,-1.4964588402285466,-0.14152803667459396,-1.4932663583250028
763162,0.011055797726055472,2,0.0,381,-1.4952278481973238,-1.5173394436494347,-0.15415883033342428,-1.5062836459233793
765160,0.1628349369436849,2,0.0,382,-1.2668971053942537,-1.5925669792816235,-0.1299611176284604,-1.4297320423379385
767158,0.0735972761746303,2,0.0,383,-1.3486802762417138,-1.4958748285909744,-0.1856795241376062,-1.422277552416344
769156,0.14818904167410563,2,0.0,384,-1.9644529500526446,-2.260831033400856,-0.33920910503033813,-2.1126419917267505
771154,0.011557295971883264,2,0.0,385,-1.208605443077145,-1.2317200350209114,-0.13515349025936008,-1.2201627390490282
773152,0.0019006513595195562,2,0.0,386,-1.2715054610514085,-1.2753067637704476,-0.14047483926523208,-1.2734061124109282
775150,0.11737748969867023,2,0.0,387,-1.7194473780769857,-1.9542023574743261,-0.22106556998523885,-1.8368248677756558
777148,0.26582696816090956,2,0.0,388,-2.459906881448335,-2.991560817770154,-0.39965291756933674,-2.7257338496092443
779146,0.010098045220748642,2,0.0,389,-1.3167330792309007,-1.336929169672398,-0.12615784959355958,-1.3268311244516493
781144,0.09214104572284709,2,0.0,390,-1.3328721376223425,-1.5171542290680367,-0.13403655430360245,-1.4250131833451896
783142,0.015605763229918468,2,0.0,391,-1.2897863370401303,-1.3209978634999673,-0.11776542623440256,-1.3053921002700488
785140,1.7255450826306753,2,0.0,392,-2.5193106694060803,-5.970400834667431,-0.573102578144173,-4.244855752036756
787138,0.4023046455775807,2,0.0,393,-1.9798367030329143,-2.7844459941880757,-0.3013341609937543,-2.382141348610495
789136,0.16010916991895874,2,0.0,394,-3.3208761115586407,-3.641094451396558,-0.4778203278281119,-3.4809852814775994
791134,0.21408663751670032,2,0.0,395,-2.0622973661614616,-2.4904706411948623,-0.23211421933831416,-2.276384003678162
793132,0.060093881051503706,2,0.0,396,-1.3970958656656658,-1.5172836277686732,-0.14137316618422668,-1.4571897467171695
795130,0.06892150109320372,2,0.0,397,-1.2641709369084617,-1.4020139390948692,-0.11631060834461238,-1.3330924380016653
797128,0.3277166406385088,2,0.0,398,-1.2707255390549226,-1.9261588203319402,-0.12832465396149803,-1.5984421796934314
799126,0.964872007636657,2,0.0,399,-2.4932896738257138,-4.423033689099028,-0.5349807405882656,-3.4581616814623706
801124,0.08155869731508092,2,0.0,400,-1.0523291495448837,-1.2154465441750455,-0.10421620268551188,-1.1338878468599645
803122,0.26227261005579294,2,0.0,401,-1.344785544594416,-1.8693307647060018,-0.19614217515403107,-1.607058154650209
805120,0.1792353739169532,2,0.0,402,-1.1395442653324783,-1.4980150131663847,-0.13203827827925074,-1.3187796392494315
807118,0.05207383628382578,2,0.0,403,-1.130369864137768,-1.2345175367054195,-0.10193412721000965,-1.1824437004215937
809116,0.2656720429789097,2,0.0,404,-1.142632813265371,-1.6739768992231903,-0.15212573348456865,-1.4083048562442806
811114,0.25278466292117585,2,0.0,405,-1.4902425874119025,-1.9958119132542542,-0.211162457671834,-1.7430272503330784
813112,0.09180413861082004,2,0.0,406,-1.5922751064041114,-1.7758833836257515,-0.27050976732234505,-1.6840792450149316
815110,0.028074683010172574,2,0.0,407,-2.710955548589368,-2.767104914609713,-0.4677166175683471,-2.7390302315995405
817108,0.23256071867934414,2,0.0,408,-1.2204264871503991,-1.6855479245090874,-0.14686342452210946,-1.4529872058297433
819106,0.02616307161393716,2,0.0,409,-1.5046109599711923,-1.5569371031990666,-0.16594785665107273,-1.5307740315851295
821104,0.11605152502562166,2,0.0,410,-1.5373286961513883,-1.7694317462026317,-0.22125571513397885,-1.65338022117701
823102,0.7355774737354119,2,0.0,411,-2.03116778923991,-3.5023227367107337,-0.3616101742662522,-2.7667452629753218
825100,0.02797196189699802,2,0.0,412,-1.3930811553828297,-1.4490250791768258,-0.13389455275973383,-1.4210531172798277
827098,0.12380649364987573,2,0.0,413,-1.2470850095375405,-1.494697996837292,-0.12842092398260432,-1.3708915031874163
829096,0.03475125365644871,2,0.0,414,-1.2199587590773904,-1.2894612663902878,-0.10495577366075781,-1.254710012733839
831094,0.45107369302676026,2,0.0,415,-2.082975274027489,-2.9851226600810095,-0.33571400871798907,-2.5340489670542494
833092,0.09308020630785785,2,0.0,416,-1.1710994412982632,-1.3572598539139789,-0.1327378060959786,-1.2641796476061211
835090,0.13815394821080973,2,0.0,417,-1.0306896008731588,-1.3069974972947782,-0.11066237156708864,-1.1688435490839684
837088,0.019867209153610288,2,0.0,418,-1.1936522357104176,-1.2333866540176381,-0.1208519754835557,-1.2135194448640279
839086,0.11461062651175219,2,0.0,419,-0.9973666357539083,-1.2265878887774126,-0.1194334689354837,-1.1119772622656605
841084,0.16849173134703122,2,0.0,420,-1.478371510368218,-1.8153549730622804,-0.13795941599049383,-1.6468632417152493
843082,0.11583516621483503,2,0.0,421,-1.469759089486194,-1.701429421915864,-0.2137234546018147,-1.5855942557010292
845080,0.1624151887542007,2,0.0,422,-1.0996212999880806,-1.424451677496482,-0.14254169657538784,-1.2620364887422812
847078,0.0005393560924800145,2,0.0,423,-1.4504588701594268,-1.4515375823443868,-0.12978831984402525,-1.4509982262519068
849076,0.0637588123255407,2,0.0,424,-1.1245513347006324,-1.2520689593517138,-0.11507835914160804,-1.188310147026173
851074,0.13197748116058783,2,0.0,425,-2.2992635545085434,-2.563218516829719,-0.390901756821545,-2.431241035669131
853072,0.6188142447864755,2,0.0,426,-2.0451360099232536,-3.2827644994962046,-0.40850258290526387,-2.663950254709729
855070,0.023148973129833106,2,0.0,427,-2.0841727893844366,-2.130470735644103,-0.3196196967334505,-2.1073217625142697
857068,0.08551504389292097,2,0.0,428,-1.0640125456305762,-1.2350426334164182,-0.15591055622955707,-1.149527589523497
859066,0.07382870953557824,2,0.0,429,-0.8238691652035276,-0.9715265842746841,-0.0746479514863292,-0.8976978747391058
861064,0.2544472648459187,2,0.0,430,-0.9129102554179233,-1.4218047851097606,-0.155597954422181,-1.167357520263842
863062,0.035181972342526735,2,0.0,431,-1.1105344788478184,-1.1808984235328719,-0.11962233146819046,-1.1457164511903453
865060,0.0035594883069164363,2,0.0,432,-0.8444075867511935,-0.8515265633650264,-0.08242486460038359,-0.84796707505811
867058,0.6612129460791971,2,0.0,433,-3.5382909226489314,-4.860716814807326,-0.7605100534486,-4.1995038687281285
869056,0.19014387309950875,2,0.0,434,-1.1015029753638048,-1.4817907215628223,-0.16525581730254169,-1.2916468484633135
871054,0.015059196395507235,2,0.0,435,-1.0703928568358192,-1.1005112496268337,-0.110222742936814,-1.0854520532313265
873052,0.23305136915245717,2,0.0,436,-2.0277750481655628,-2.493877786470477,-0.3112063280223157,-2.26082641731802
875050,0.12212383367523127,2,0.0,437,-2.7809050729426654,-3.025152740293128,-0.4535423315655179,-2.9030289066178967
877048,0.02665485144117208,2,0.0,438,-1.660253140397797,-1.713562843280141,-0.2432006194511103,-1.686907991838969
879046,0.008860615891997381,2,0.0,439,-0.9704444433242624,-0.9881656751082571,-0.11039261745345483,-0.9793050592162598
881044,0.03763982028326063,2,0.0,440,-2.23152336292845,-2.3068030034949714,-0.23763599323708945,-2.2691631832117105
883042,0.2939992344996494,2,0.0,441,-3.769329939949192,-4.357328408948491,-0.735956575555396,-4.063329174448842
885040,0.38136605577800997,2,0.0,442,-1.36341628222689,-2.12614839378291,-0.23010039634172613,-1.7447823380049
887038,0.09883138494766475,2,0.0,443,-1.8044594267294132,-2.0021221966247427,-0.26538854060617023,-1.903290811677078
889036,0.06222294083199409,2,0.0,444,-1.0026850702385357,-1.1271309519025239,-0.11224436818685089,-1.0649080110705298
891034,0.2527065109739226,2,0.0,445,-1.6023224358508172,-2.1077354577986624,-0.182033183960207,-1.8550289468247398
893032,0.16644873073388644,2,0.0,446,-1.0896560908478785,-1.4225535523156514,-0.1554310251359705,-1.256104821581765
895030,0.24211386130366574,2,0.0,447,-2.923353923963913,-3.4075816465712445,-0.5008027854943602,-3.1654677852675785
897028,0.0677645975749469,2,0.0,448,-1.1065662051045917,-1.2420954002544855,-0.1082072369693892,-1.1743308026795387
899026,0.5372949111673337,2,0.0,449,-3.037674730767079,-4.112264553101746,-0.6356964164038961,-3.5749696419344126
901024,0.2839271972175116,2,0.0,450,-1.0986751246131692,-1.6665295190481924,-0.22538706067478248,-1.3826023218306807
903022,0.12568548115571754,2,0.0,451,-0.8926934896681391,-1.1440644519795742,-0.08632723344348359,-1.0183789708238566
905020,0.23696684338592378,2,0.0,452,-1.2554691131555769,-1.7294027999274244,-0.19570275117912722,-1.4924359565415006
907018,0.16475642797618162,2,0.0,453,-1.1979824562737298,-1.527495312226093,-0.1941283644434964,-1.3627388842499113
909016,0.3813661927349177,2,0.0,454,-1.335076892866426,-2.0978092783362614,-0.1890759552351945,-1.7164430856013437
911014,0.04413489999919795,2,0.0,455,-1.091609994911941,-1.179879794910337,-0.1062160905200953,-1.135744894911139
913012,0.1325764727467167,2,0.0,456,-0.8127556333287362,-1.0779085788221696,-0.06874525932389688,-0.9453321060754529
915010,0.06580383184154831,2,0.0,457,-0.8901745784619776,-1.0217822421450742,-0.08003448812491609,-0.9559784103035258
917008,0.059128977821579776,2,0.0,458,-1.0991165591872796,-1.2173745148304391,-0.16339961873603165,-1.1582455370088593
919006,0.08487555878982611,2,0.0,459,-1.1026948246909467,-1.272445942270599,-0.14779117438945824,-1.187570383480773
921004,0.15535933228071874,2,0.0,460,-0.759145757489585,-1.0698644220510225,-0.07904013421706567,-0.9145050897703038
923002,0.12123375047214047,2,0.0,461,-1.7991889671686547,-2.0416564681129357,-0.20765979423367434,-1.920422717640795
925000,0.016180399933705736,2,0.0,462,-0.8359097593299437,-0.8682705591973552,-0.09532959413413582,-0.8520901592636494
926998,0.10779786515074552,2,0.0,463,-0.7917792992491528,-1.0073750295506438,-0.0828013887123385,-0.8995771643998983
928996,0.07135572404277479,2,0.0,464,-0.8145388151690102,-0.9572502632545598,-0.09080611393772131,-0.885894539211785
930994,0.1114682222474509,2,0.0,465,-0.9091293390527206,-1.1320657835476224,-0.10920736589887539,-1.0205975613001717
932992,0.12329209617197634,2,0.0,466,-2.2559690024270003,-2.502553194770953,-0.5102469271202013,-2.3792610985989766
934990,0.09785392281166883,2,0.0,467,-2.9528891135871547,-3.1485969592104923,-0.545062681800947,-3.0507430363988233
936988,0.07484148041318028,2,0.0,468,-1.0927840271995897,-1.2424669880259502,-0.145241707090362,-1.16762550761277
938986,0.14699388160751603,2,0.0,469,-3.6319347553303887,-3.9259225185454207,-0.6309245727587072,-3.7789286369379047
940984,0.3657056618966723,2,0.0,470,-2.664330654222964,-3.3957419780163085,-0.3322756315551743,-3.030036316119636
942982,0.07513814821858189,2,0.0,471,-0.8041175743197778,-0.9543938707569416,-0.09312547061903295,-0.8792557225383597
944980,0.3476913206063732,2,0.0,472,-2.7537544312023234,-3.44913707241507,-0.5399911272361971,-3.1014457518086966
946978,0.7951269499056122,2,0.0,473,-3.188665866405821,-4.7789197662170455,-0.6610953053074501,-3.9837928163114333
948976,0.031646523739753685,2,0.0,474,-0.9271645015536302,-0.9904575490331375,-0.09255186071077084,-0.9588110252933839
950974,0.11499708539485298,2,0.0,475,-0.9322612931058889,-1.1622554638955949,-0.12165769268075255,-1.0472583785007419
952972,0.4829168484991937,2,0.0,476,-3.1026890608381197,-4.068522757836507,-0.6609182752734907,-3.585605909337313
