GaussianMLPPolicy/LossAfter,Evaluation/AverageReturn,GaussianMLPPolicy/Entropy,TotalEnvSteps,Evaluation/NumEpisodes,Evaluation/Iteration,GaussianMLPPolicy/KL,Evaluation/MaxReturn,GaussianMLPPolicy/KLBefore,GaussianMLPValueFunction/dLoss,GaussianMLPPolicy/dLoss,Evaluation/AverageDiscountedReturn,GaussianMLPValueFunction/LossBefore,Evaluation/StdReturn,Evaluation/MinReturn,GaussianMLPValueFunction/LossAfter,GaussianMLPPolicy/LossBefore,Evaluation/TerminationRate
132.71258544921875,-1199.1080783039956,1.243585467338562,67200,6,55,0.0072975168004632,-1116.8676997687796,0.0,96.142333984375,2.7350006103515625,-535.6136687772034,2026.9014892578125,47.82208684575139,-1267.9133013273815,1930.7591552734375,135.4475860595703,0.0
138.4461212158203,-1185.3161493820185,1.2364518642425537,68400,6,56,0.005693050101399422,-1104.6030871505,0.0,114.599853515625,1.5345611572265625,-483.7765693709751,2155.199462890625,47.340413153604636,-1265.1890715071331,2040.599609375,139.98068237304688,0.0
142.2028045654297,-1214.5019024012925,1.2027784585952759,69600,6,57,0.0069366758689284325,-1089.6427370670813,0.0,120.6390380859375,1.5227508544921875,-496.92649135571827,2144.636962890625,71.36170387905653,-1308.8492664726389,2023.9979248046875,143.72555541992188,0.0
138.7461700439453,-1190.5927882350686,1.2074979543685913,70800,6,58,0.007027626037597656,-1160.316426844082,0.0,106.4752197265625,1.514404296875,-488.5280805995462,1941.8204345703125,17.62062189511673,-1213.2267886780949,1835.34521484375,140.2605743408203,0.0
150.71551513671875,-1281.5432734424328,1.1906760931015015,72000,6,59,0.007598868105560541,-1214.5627255664658,0.0,129.09033203125,0.6283416748046875,-538.6729304766272,2098.202392578125,41.23074737551908,-1323.2824194232776,1969.112060546875,151.34385681152344,0.0
144.91835021972656,-1238.5708547770623,1.1918480396270752,73200,6,60,0.009167950600385666,-1200.180076195127,0.0,110.6427001953125,1.1697998046875,-516.3286310437119,1873.233154296875,20.46587563184294,-1261.4115719453287,1762.5904541015625,146.08815002441406,0.0
193.65333557128906,-1630.8742565286248,1.2109814882278442,74400,6,61,0.0067300209775567055,-1590.4851430939786,0.0,281.6025390625,2.031463623046875,-708.688892090163,3078.2529296875,26.054891345792853,-1670.4239780141054,2796.650390625,195.68479919433594,0.0
138.06661987304688,-1251.559421798516,1.1965534687042236,75600,6,62,0.00830263551324606,-1114.878317883553,0.0,79.490234375,2.9337310791015625,-549.8704534754384,1494.0291748046875,64.4311991422717,-1307.2367887685066,1414.5389404296875,141.00035095214844,0.0
126.11312866210938,-1112.7121089977172,1.1810466051101685,76800,6,63,0.008373619057238102,-1050.470381422873,0.0,54.2996826171875,1.1673812866210938,-459.85826760370765,1183.6243896484375,47.548317118417174,-1179.4489322255336,1129.32470703125,127.28050994873047,0.0
156.46240234375,-1316.3464669745758,1.1767668724060059,78000,6,64,0.007137485314160585,-1236.6438438591078,0.0,110.888427734375,1.770782470703125,-535.8005947882706,1715.5067138671875,46.75557614137984,-1364.9398683295556,1604.6182861328125,158.23318481445312,0.0
139.39761352539062,-1215.5751588028916,1.173690676689148,79200,6,65,0.00811933632940054,-1190.3077953462366,0.0,71.5146484375,1.729583740234375,-502.31941778838524,1303.647216796875,32.840717202027534,-1286.3525805977451,1232.132568359375,141.127197265625,0.0
158.92955017089844,-1410.2143607237292,1.1894817352294922,80400,6,66,0.008614731021225452,-1223.4926483622826,0.0,113.443603515625,3.2767333984375,-621.8112142015065,1645.8251953125,144.8338951194966,-1638.6348530590408,1532.381591796875,162.20628356933594,0.0
134.31292724609375,-1209.446024387811,1.1944451332092285,81600,6,67,0.006195967085659504,-1134.5210529646417,0.0,54.7142333984375,1.6928863525390625,-504.47970240374343,1063.4150390625,45.666999255746326,-1281.566825490645,1008.7008056640625,136.0058135986328,0.0
190.7528533935547,-1647.960905574059,1.2548788785934448,82800,6,68,0.00918344222009182,-1577.8865405842107,0.0,180.94775390625,3.5782470703125,-717.6978841172885,2026.146484375,37.8797892046128,-1693.4493386327615,1845.19873046875,194.3311004638672,0.0
195.38919067382812,-1662.998762300952,1.2452991008758545,84000,6,69,0.008882325142621994,-1633.5282076415776,0.0,169.01904296875,2.0492706298828125,-718.3521440255687,1924.172119140625,16.576833930493777,-1678.7481691345738,1755.153076171875,197.43846130371094,0.0
175.7691192626953,-1554.4105266200959,1.2532325983047485,85200,6,70,0.007918967865407467,-1404.7259215949887,0.0,104.3316650390625,2.708251953125,-694.0926474238337,1463.269775390625,113.70487641586043,-1685.9332992361221,1358.9381103515625,178.4773712158203,0.0
162.62762451171875,-1397.6224567564477,1.24298095703125,86400,6,71,0.009414604865014553,-1357.162867287391,0.0,73.5926513671875,2.715789794921875,-568.5677004300954,1187.5723876953125,32.17265123365376,-1440.917247258166,1113.979736328125,165.34341430664062,0.0
148.55247497558594,-1276.8196297894792,1.2373601198196411,87600,6,72,0.00568179227411747,-1248.9806658720534,0.0,47.79913330078125,1.1428375244140625,-512.1285330353343,913.5614624023438,29.58091876074552,-1325.8075852564657,865.7623291015625,149.6953125,0.0
158.00030517578125,-1370.1276722371476,1.2200453281402588,88800,6,73,0.006111909169703722,-1303.878240577268,0.0,58.85540771484375,1.744873046875,-560.9722203052751,996.906982421875,40.56831856591802,-1441.4147160039777,938.0515747070312,159.74517822265625,0.0
139.406982421875,-1332.379704633283,1.2196271419525146,90000,6,74,0.006697820965200663,-1278.6558934830007,0.0,34.84075927734375,3.506988525390625,-604.2503152029586,724.8817749023438,30.91913552304802,-1373.6934998736656,690.041015625,142.91397094726562,0.0
143.30438232421875,-1295.8502996549012,1.233821153640747,91200,6,75,0.007900301367044449,-1204.672900145172,0.0,39.52276611328125,2.0750274658203125,-534.6410836617506,754.3602905273438,42.41152415324366,-1334.9431571164864,714.8375244140625,145.37940979003906,0.0
153.2988739013672,-1353.5267683677246,1.227439045906067,92400,6,76,0.006804312113672495,-1337.640473978254,0.0,48.7994384765625,2.1938323974609375,-555.5616272842685,820.5368041992188,12.176751720383056,-1371.6704069776686,771.7373657226562,155.49270629882812,0.0
160.2863006591797,-1359.90829371542,1.1998560428619385,93600,6,77,0.00901114009320736,-1342.7614591246931,0.0,53.11883544921875,1.99822998046875,-535.0045647479982,833.709228515625,10.968832280501129,-1370.9519630365785,780.5903930664062,162.28453063964844,0.0
141.96250915527344,-1295.3611195235328,1.1899833679199219,94800,6,78,0.007618272211402655,-1022.2993458744387,0.0,35.49444580078125,3.1212921142578125,-532.6666078184202,650.8050537109375,141.953954377913,-1417.0962038106522,615.3106079101562,145.08380126953125,0.0
138.44158935546875,-1262.5781782750507,1.199609637260437,96000,6,79,0.0077786692418158054,-940.97389123086,0.0,30.72015380859375,2.4115142822265625,-514.2904501835286,585.8193359375,144.25111484263755,-1344.722258846958,555.0991821289062,140.8531036376953,0.0
128.53506469726562,-1247.5181652016865,1.189227819442749,97200,6,80,0.007112546823918819,-1123.6721037844127,0.0,21.904388427734375,2.84771728515625,-553.3865824950553,472.1541748046875,58.15944417566916,-1302.013133578321,450.2497863769531,131.38278198242188,0.0
139.51148986816406,-1266.7254097870511,1.176497220993042,98400,6,81,0.009707648307085037,-1184.4266526832218,0.0,28.69677734375,3.167938232421875,-510.89885401125247,529.53173828125,55.39011938050551,-1323.1950759147903,500.8349609375,142.67942810058594,0.0
182.65826416015625,-1615.4014762178342,1.1736468076705933,99600,6,82,0.006983479019254446,-1595.020346010566,0.0,67.6171875,2.7431488037109375,-695.8692498738797,823.8750610351562,12.333003511486893,-1634.2812299193283,756.2578735351562,185.4014129638672,0.0
129.76168823242188,-1197.0072697595772,1.1974601745605469,100800,6,83,0.009511756710708141,-1157.468826626214,0.0,19.21405029296875,1.5441741943359375,-485.2276327562238,401.35821533203125,23.304986322131157,-1233.4387543526727,382.1441650390625,131.3058624267578,0.0
140.27622985839844,-1294.3559294313318,1.1952098608016968,102000,6,84,0.005331937689334154,-1245.1825494292013,0.0,22.149749755859375,0.6595001220703125,-548.4153220104378,427.02459716796875,29.82863135573884,-1325.63496521063,404.8748474121094,140.93572998046875,0.0
107.53060150146484,-1091.2703543412565,1.203705906867981,103200,6,85,0.008243661373853683,-962.0268527705373,0.0,9.661834716796875,2.304962158203125,-470.3459853161058,262.11480712890625,87.93362898485977,-1172.0203040221716,252.45297241210938,109.83556365966797,0.0
146.63658142089844,-1363.7077887937958,1.2046940326690674,104400,6,86,0.006366005167365074,-1250.4582427836172,0.0,27.573211669921875,2.65155029296875,-580.43723104279,451.3098449707031,132.96931085865774,-1579.1517176515795,423.73663330078125,149.2881317138672,0.0
179.8091583251953,-1594.1596784604953,1.228306531906128,105600,6,87,0.00659738527610898,-1554.2055118484523,0.0,52.544921875,2.989654541015625,-671.4223557605918,623.2404174804688,24.2518951721711,-1628.0561947615806,570.6954956054688,182.79881286621094,0.0
184.8701934814453,-1653.8854483228724,1.238127589225769,106800,6,88,0.007285775151103735,-1637.8284033930681,0.0,49.77899169921875,2.583282470703125,-714.9690865522598,596.720458984375,8.656808353304635,-1666.8200646339594,546.9414672851562,187.45347595214844,0.0
159.89271545410156,-1464.8265964108402,1.239229440689087,108000,6,89,0.009293727576732635,-1279.8008367252155,0.0,28.211578369140625,3.6806793212890625,-614.4450529067891,431.2398986816406,119.21433593536158,-1563.5788644188215,403.0283203125,163.57339477539062,0.0
103.79248809814453,-1041.8507601958765,1.2758101224899292,109200,6,90,0.006736240349709988,-953.3939394578239,0.0,5.72235107421875,1.7750473022460938,-429.15473937526093,176.3250274658203,40.44980326056313,-1074.0903893760544,170.60267639160156,105.56753540039062,0.0
104.58576202392578,-1086.9855322606438,1.2947388887405396,110400,6,91,0.007487246301025152,-970.6309622694766,0.0,5.724456787109375,1.6184539794921875,-468.5614205888813,173.68565368652344,109.17889110220024,-1235.9525300107125,167.96119689941406,106.20421600341797,0.0
173.2676239013672,-1556.7679630486355,1.3036328554153442,111600,6,92,0.006459902040660381,-1536.8447778673656,0.0,33.73828125,2.679779052734375,-651.1350686873024,437.27423095703125,14.763527183113494,-1573.8162896231272,403.53594970703125,175.94740295410156,0.0
183.65444946289062,-1652.73268469523,1.3132113218307495,112800,6,93,0.009720426984131336,-1643.2450902438366,0.0,36.39886474609375,2.2649078369140625,-711.0956703997871,444.3880310058594,5.600230269280426,-1660.6618608686235,407.9891662597656,185.9193572998047,0.0
79.00312805175781,-924.4980510369527,1.2992748022079468,114000,6,94,0.0062119862996041775,-745.0619523601913,0.0,2.0965576171875,1.2812118530273438,-412.34807889491555,90.16222381591797,121.01260206887137,-1142.42685393242,88.06566619873047,80.28433990478516,0.0
156.63221740722656,-1459.0886266419373,1.3117027282714844,115200,6,95,0.009210407733917236,-1247.5684264413858,0.0,19.5467529296875,3.2433013916015625,-612.891585435574,305.39251708984375,117.52542854652339,-1592.4768013804917,285.84576416015625,159.87551879882812,0.0
181.2945556640625,-1648.3347498458916,1.287578821182251,116400,6,96,0.006461328826844692,-1629.6661977707129,0.0,29.819427490234375,2.3934783935546875,-712.117678907975,371.0121765136719,10.32240142474249,-1659.634346472598,341.1927490234375,183.6880340576172,0.0
158.8715362548828,-1478.7669849988736,1.2928962707519531,117600,6,97,0.006488731596618891,-1287.7023715574142,0.0,17.379531860351562,3.0023040771484375,-619.6962922029509,271.1285400390625,91.2847734484858,-1567.9677282443774,253.74900817871094,161.87384033203125,0.0
87.6194076538086,-961.3262741465091,1.293614149093628,118800,6,98,0.008225573226809502,-763.459754971405,0.0,2.1912460327148438,1.1475067138671875,-397.4358411228324,85.76770782470703,119.04463893104054,-1120.1433701383194,83.57646179199219,88.76691436767578,0.0
122.61454772949219,-1215.265980115472,1.303495168685913,120000,6,99,0.007240560837090015,-1143.16075122894,0.0,6.394622802734375,1.8051300048828125,-506.1517107197773,151.43850708007812,73.6398023340926,-1362.741167967803,145.04388427734375,124.419677734375,0.0
145.80235290527344,-1389.3178048362486,1.3161638975143433,121200,6,100,0.006937835831195116,-977.9858658187472,0.0,13.157562255859375,2.8695068359375,-580.170850049173,214.2315216064453,194.19819122427396,-1537.47792703191,201.07395935058594,148.67185974121094,0.0
72.20266723632812,-883.2225298503246,1.322160005569458,122400,6,101,0.008739062584936619,-769.0762035231927,0.0,1.2300987243652344,1.8824539184570312,-374.06515989110704,56.82696533203125,93.17278864775069,-1073.432687577256,55.596866607666016,74.08512115478516,0.0
70.0333480834961,-844.9633229398182,1.3369677066802979,123600,6,102,0.006552334409207106,-710.5118742048933,0.0,1.1559982299804688,1.238739013671875,-355.27800812775854,56.48160934448242,127.92274840849245,-1096.280320236607,55.32561111450195,71.27208709716797,0.0
170.32809448242188,-1554.5634297272115,1.3206216096878052,124800,6,103,0.007245817221701145,-1519.2177112622555,0.0,21.490676879882812,3.7358551025390625,-634.9525280264709,252.4882049560547,23.0984628229949,-1589.401043500644,230.99752807617188,174.06394958496094,0.0
147.37525939941406,-1385.3405704112017,1.3132184743881226,126000,6,104,0.006742512341588736,-1195.5028159754393,0.0,11.792037963867188,2.47027587890625,-555.4129785333897,177.1195831298828,117.66931075180078,-1543.6309004751747,165.32754516601562,149.8455352783203,0.0
170.56468200683594,-1564.4528159539252,1.3266667127609253,127200,6,105,0.006441575475037098,-1504.93706448793,0.0,17.423477172851562,2.6533050537109375,-645.7453705700719,216.5868377685547,30.311799887189043,-1599.5528820146176,199.16336059570312,173.21798706054688,0.0
177.89732360839844,-1644.0779943175387,1.3620049953460693,128400,6,106,0.008558438159525394,-1631.410374407749,0.0,17.336822509765625,2.3477020263671875,-704.2271122200954,213.104736328125,9.21956250781065,-1656.4729120389718,195.76791381835938,180.24502563476562,0.0
