Evaluation/StdReturn,Evaluation/MaxReturn,TotalEnvSteps,Evaluation/AverageReturn,Evaluation/AverageDiscountedReturn,Evaluation/MinReturn,Evaluation/TerminationRate,Evaluation/NumEpisodes,Evaluation/Iteration
66.9564487832132,-996.460115463928,292800,-1141.625654923303,-496.3192183805013,-1198.9971235150879,0.0,6,243
38.786749269430445,-766.3788948814565,294000,-834.3813534887349,-333.94760222173875,-876.2381728188643,0.0,6,244
87.17958636165375,-1575.7376187954142,295200,-1688.7041647490585,-727.0631922785129,-1832.604805850079,0.0,6,245
77.08643577665461,-1371.9094885449904,296400,-1493.3773296371783,-650.9665810180707,-1591.964822812417,0.0,6,246
94.21205971133617,-761.6242079327002,297600,-925.185183040759,-395.8193033015389,-1075.1964492540637,0.0,6,247
53.29722228621439,-775.3355901209231,298800,-857.4196685391759,-363.6453571082884,-905.1774218496718,0.0,6,248
72.31159916942856,-992.4931484117262,300000,-1089.947703125775,-474.60449523722104,-1187.2839462377801,0.0,6,249
117.78910075651785,-968.9457469037718,301200,-1134.9691977916998,-494.3560704089962,-1284.4066918651909,0.0,6,250
68.09464716643313,-1163.9367304319676,302400,-1258.3375751549793,-541.4422823942094,-1344.5810015671157,0.0,6,251
100.57071898256478,-861.4752084397046,303600,-1002.9500265496089,-430.04104067363374,-1143.7150440881821,0.0,6,252
89.37661774099386,-971.5444263318518,304800,-1102.5561810450308,-477.1713253257229,-1275.0200351227982,0.0,6,253
36.993605070970005,-1435.5823652516667,306000,-1490.2536717287232,-645.0015917480665,-1540.5788529937658,0.0,6,254
89.91647825807178,-1290.178921844743,307200,-1392.7078116245866,-599.6889732476267,-1501.607448008206,0.0,6,255
75.83048602678338,-964.5330526549462,308400,-1069.1089415911342,-471.0099245439599,-1164.0183096854807,0.0,6,256
61.03870211308851,-1274.2489608042342,309600,-1364.375416497746,-597.0653751974412,-1439.3069561949865,0.0,6,257
55.76826302412814,-1174.7178555214348,310800,-1236.4886127915627,-541.3846721268498,-1308.849849180607,0.0,6,258
60.19490337075586,-1342.272522513973,312000,-1428.4980020118994,-616.9678711763089,-1510.7247274017393,0.0,6,259
105.33463846027314,-855.9375023556935,313200,-1012.4671327043479,-428.4757927105937,-1151.4127484495007,0.0,6,260
59.546556242557116,-1576.4680848121243,314400,-1684.3877564565546,-748.530456986586,-1774.9490119615211,0.0,6,261
86.02892932420727,-1078.1558308066876,315600,-1252.3958428610297,-555.0691522262624,-1335.1028264869383,0.0,6,262
71.69016302342476,-833.3591771239289,316800,-926.6350016183392,-380.7318837726935,-1059.6533279832638,0.0,6,263
92.65205978063497,-1078.096365979396,318000,-1232.5735020294644,-534.9714268211565,-1344.2608878906028,0.0,6,264
83.62560257898907,-1252.2458172592194,319200,-1361.9678029540628,-589.6905892239619,-1475.6305042383274,0.0,6,265
92.17406657801578,-756.2976491912,320400,-882.7454754431801,-370.1166496098919,-1022.7858902496687,0.0,6,266
120.44842209196969,-964.4094306155621,321600,-1129.2616406136065,-500.58514924825204,-1265.9897984108707,0.0,6,267
72.80379574092635,-1155.0826327218347,322800,-1235.4444915803722,-527.3878919705917,-1355.0686321719866,0.0,6,268
111.79050391624106,-862.5179901149581,324000,-966.1356128873105,-389.8054317552098,-1170.0905176704935,0.0,6,269
90.90052614444963,-1544.6012112558842,325200,-1668.5629243535761,-740.4443398075578,-1777.6375845838052,0.0,6,270
107.66308215768271,-854.5832660882494,326400,-972.7282800373815,-407.6429568326111,-1099.0343737748644,0.0,6,271
59.4187830850363,-1468.731710610644,327600,-1580.443505032709,-686.6327737490014,-1659.614910953901,0.0,6,272
99.51163229346618,-855.2766040374808,328800,-1013.0962670674106,-437.6376045729537,-1135.2988900648634,0.0,6,273
39.86286526348508,-1165.7819488185085,330000,-1206.304065654422,-533.8846120053948,-1284.9190041986385,0.0,6,274
80.52140222504153,-770.52727325384,331200,-870.9549504385249,-372.96302832150224,-972.7821630804351,0.0,6,275
87.23816172408007,-1365.566631617594,332400,-1471.7444763322217,-640.0817887511256,-1622.925837383826,0.0,6,276
60.60755171386236,-1659.5386806053732,333600,-1767.8917668788488,-774.556453290142,-1858.3943874747413,0.0,6,277
117.30866389229601,-1500.8421981400597,334800,-1686.7527449620586,-742.3573532612504,-1855.6909374504046,0.0,6,278
94.52339980730927,-764.2664630516348,336000,-948.2089435824804,-410.17980730754715,-1084.30893078473,0.0,6,279
61.505295691043344,-778.0212455237413,337200,-881.432030611211,-358.9192653049192,-983.2844295835428,0.0,6,280
43.53948773312236,-1171.1529344687935,338400,-1261.196269497286,-543.5656688677699,-1312.2906656418386,0.0,6,281
107.01887978263855,-975.9741153315501,339600,-1110.1744853020548,-480.4013481053016,-1274.8900019496486,0.0,6,282
116.96377865221926,-1304.8160653158955,340800,-1436.1352697618267,-620.9699462670654,-1659.1989337886564,0.0,6,283
117.6100320983334,-861.0367106135805,342000,-1072.0291647854783,-469.1191319799247,-1181.8866691280723,0.0,6,284
77.8274729163656,-1382.6605185649844,343200,-1520.7836365298147,-668.3656801241065,-1615.4423961083485,0.0,6,285
52.01763122816976,-1175.3211766436164,344400,-1276.188555565852,-553.1694087494242,-1339.150174196444,0.0,6,286
143.86461551850783,-722.5897269431182,345600,-933.9602908862798,-418.34734342577354,-1153.926766249639,0.0,6,287
70.10102507913336,-752.3659612458207,346800,-880.527393475235,-374.3585827081153,-989.1309531515254,0.0,6,288
106.96100085731703,-907.7978367510152,348000,-1076.323461973882,-472.80942205774727,-1215.247683445716,0.0,6,289
130.07375582586909,-1073.6047790314412,349200,-1308.4136300305252,-568.9133614186462,-1518.4564741488123,0.0,6,290
99.29838401524216,-1270.6641826871492,350400,-1460.7918422254963,-639.8188511653302,-1591.9801148336055,0.0,6,291
43.97172916448214,-1072.7756872797643,351600,-1159.928494769749,-493.93751614438634,-1199.2589549160525,0.0,6,292
81.3975738484464,-749.5682172597748,352800,-837.2616496958293,-352.78013630059485,-966.14139825615,0.0,6,293
78.62979399420679,-795.9114283564363,354000,-943.2369152512802,-402.45910252940394,-1035.0544862000736,0.0,6,294
94.72801471051498,-873.2914543676337,355200,-1065.4017674459049,-459.53722322500136,-1170.8634953751055,0.0,6,295
129.55167143134892,-851.727156805623,356400,-1068.508383073847,-471.8616936619723,-1227.9165781160814,0.0,6,296
72.93318532796647,-880.5825768866615,357600,-979.3670989047793,-419.1590527440798,-1081.7455295571217,0.0,6,297
74.97800657877508,-1343.6725809070113,358800,-1484.7689991204024,-637.6028655997002,-1553.1757693497304,0.0,6,298
90.1823480958399,-1292.1823147566754,360000,-1388.2398266971848,-601.7079220383154,-1532.8410072394943,0.0,6,299
92.39064313260414,-967.3932660462581,361200,-1100.559176238627,-484.9397523112932,-1215.840001478762,0.0,6,300
85.36090963873937,-1561.8456925998205,362400,-1704.7902580923474,-748.4121348690115,-1805.5101928717172,0.0,6,301
78.05529948845566,-871.5477839796096,363600,-955.1927366789406,-408.95051907809574,-1065.3519653046963,0.0,6,302
115.25411497276994,-849.5927637770574,364800,-986.130717640396,-412.1773582964752,-1174.668432078716,0.0,6,303
129.46955809077906,-861.8199020460319,366000,-1135.6436282447123,-502.55765101177104,-1260.2903620336574,0.0,6,304
108.7867261754845,-856.0568124720598,367200,-985.3930296114945,-432.7229923138466,-1169.487980542286,0.0,6,305
60.03993650915792,-1314.6151120093393,368400,-1421.4984920921167,-623.4387564156735,-1499.15141494026,0.0,6,306
52.5224564469189,-885.9026714047408,369600,-945.3704141384707,-398.1654602673578,-1041.7584732328926,0.0,6,307
158.4938824095575,-743.8737811273897,370800,-927.3691843839274,-405.8697521609134,-1191.034177320585,0.0,6,308
92.58374950048027,-846.4830446453333,372000,-949.4247431978648,-393.79541114363474,-1084.3686263004706,0.0,6,309
93.04228414870144,-964.2152462755578,373200,-1114.6314358631437,-485.21106646965296,-1249.7207009301046,0.0,6,310
147.86877337179058,-1301.321388477826,374400,-1473.811345393288,-648.0836639739387,-1695.6732228650171,0.0,6,311
109.96356094707339,-1013.8457478096692,375600,-1133.2416514043728,-502.7437852098699,-1289.67309533296,0.0,6,312
103.64986613725742,-1478.9345137340765,376800,-1620.6944623032623,-712.8218841435397,-1780.999239866254,0.0,6,313
125.91985240064673,-757.144596909726,378000,-952.4486677147466,-386.3547075697655,-1088.7168464793147,0.0,6,314
89.5791954711161,-883.9458390874614,379200,-1044.317379416172,-439.59308177023377,-1175.9735905877724,0.0,6,315
75.68875283786484,-1287.5996008530462,380400,-1429.3812937075174,-618.2325502878848,-1510.0248923034167,0.0,6,316
66.18785359616788,-715.6042039198447,381600,-799.7968998149254,-324.90088333100505,-922.0722465394471,0.0,6,317
51.52690780539854,-1384.5329643918933,382800,-1487.4558517984367,-637.3603282859056,-1543.1674526937902,0.0,6,318
118.71106198168636,-799.4905180224438,384000,-1009.6963454341709,-425.40275406656434,-1153.533221600598,0.0,6,319
134.58100351762968,-761.3640801710668,385200,-881.6302776804067,-348.933349356404,-1163.4255400135705,0.0,6,320
111.52079543622854,-1230.2222987067394,386400,-1345.6626589662176,-586.7360529516916,-1513.7711594082884,0.0,6,321
67.57447480623739,-1220.034345483865,387600,-1312.6864420596717,-569.8007733179478,-1434.6566659853054,0.0,6,322
78.44840911477525,-1298.0614917606927,388800,-1416.1901374881957,-616.8687454634305,-1481.2425907870631,0.0,6,323
57.53949155452393,-848.62476709504,390000,-921.7157718128633,-372.46185271433814,-995.7085221920211,0.0,6,324
61.92973867715403,-1185.9413136494718,391200,-1275.4878761937032,-545.8400269685932,-1357.8607221335917,0.0,6,325
65.73881195114195,-1489.5743617860119,392400,-1586.0159991250696,-682.9433984273651,-1695.6905489222302,0.0,6,326
62.0449582477869,-1166.504012537558,393600,-1240.738937315748,-541.47632404131,-1344.4448036039657,0.0,6,327
90.34028385317951,-1417.4697950957304,394800,-1583.8775641004215,-684.1140358385588,-1700.4294854481657,0.0,6,328
94.28907463689028,-775.0980811218925,396000,-916.6017464299913,-390.4706100295221,-1074.7359891889005,0.0,6,329
79.8882104625845,-858.8803606501563,397200,-927.4476941598265,-395.2349657595476,-1047.5815921410501,0.0,6,330
70.39274625859451,-842.0340721645777,398400,-911.8156376713849,-387.3443553637383,-1062.7554056606007,0.0,6,331
95.47136577538768,-1482.462270416083,399600,-1637.2760375806827,-728.0241263238872,-1769.1179070454666,0.0,6,332
87.85962167792677,-764.3491671420737,400800,-887.4770869945438,-387.9007943980548,-989.9507204384912,0.0,6,333
61.66346709291814,-1063.4715341183705,402000,-1149.9633678236175,-490.58218376354677,-1235.5504029921376,0.0,6,334
51.199675206011776,-1191.5900226528083,403200,-1301.3407809636572,-562.1478292155485,-1348.8069352913933,0.0,6,335
133.0441567675385,-631.694395960453,404400,-884.4540570917833,-363.05921497364534,-1046.3033785312693,0.0,6,336
85.8569227178703,-870.8634162355537,405600,-1014.9375665640629,-440.31128814725463,-1128.6163695067764,0.0,6,337
57.14128425102504,-1195.2385889675822,406800,-1257.5833593720185,-544.3627273617233,-1331.9498088021783,0.0,6,338
79.21476820360421,-1301.2216001248132,408000,-1364.7911151566486,-595.1741004507734,-1493.476930798657,0.0,6,339
80.17685803180797,-975.5396771892672,409200,-1099.0391280884428,-471.29544815253485,-1222.5554601819058,0.0,6,340
71.22720903854905,-889.1385219242217,410400,-1016.6478514109027,-440.1153940123382,-1087.418299750331,0.0,6,341
72.94731316694659,-1320.1755446554982,411600,-1405.024256938065,-612.3218749948446,-1538.9175181990443,0.0,6,342
40.70704958922051,-1215.6503339106266,412800,-1286.4044672008808,-563.0129038693766,-1331.641230871666,0.0,6,343
113.45314901372659,-850.88968506041,414000,-1009.061580294343,-444.2136055378682,-1171.4342932579596,0.0,6,344
98.56237524484325,-858.8957909639764,415200,-1018.322235858051,-440.1688381712176,-1145.913744403401,0.0,6,345
105.3003758679599,-1257.1799262297734,416400,-1382.9815586851112,-595.8105710104822,-1581.4250687127292,0.0,6,346
64.48028295191908,-1069.2766158014172,417600,-1180.4577906710479,-510.86195650027713,-1287.7515045073237,0.0,6,347
58.57937989486714,-1549.0917504633296,418800,-1619.2854517891874,-705.9401497811846,-1709.7315761572088,0.0,6,348
49.19618976324259,-1315.6201556847395,420000,-1380.6323042179629,-595.6966475881826,-1460.566516048345,0.0,6,349
80.4568026539926,-1277.9226663282586,421200,-1372.8414328029885,-594.7445857565841,-1526.5060748233823,0.0,6,350
92.81207719727082,-1075.3510559240794,422400,-1243.0043226822,-543.1884817143622,-1334.0195114038784,0.0,6,351
71.58280490705397,-1153.420406983714,423600,-1269.9214215230584,-546.6713543619279,-1358.4136943361164,0.0,6,352
93.87446811920326,-881.8902419592584,424800,-1023.9733303230746,-447.1899167587397,-1156.6339491673516,0.0,6,353
43.39541144388833,-1213.4231473127825,426000,-1286.3982253619336,-564.5410732322504,-1333.8661811931381,0.0,6,354
119.49943584058732,-1380.7830056832984,427200,-1608.274380464659,-704.6122987936484,-1729.893261697166,0.0,6,355
78.38100699850555,-840.7339658575033,428400,-925.2357726238912,-395.90111212386705,-1069.1213227813564,0.0,6,356
126.38694027851994,-759.7864039635742,429600,-921.8650563827404,-395.2535646997203,-1171.5790634068344,0.0,6,357
95.14903633525121,-1548.7139942430501,430800,-1742.8456417607151,-760.3604244701414,-1831.1163361970425,0.0,6,358
60.24951577630395,-1309.1509822217045,432000,-1428.2233062932194,-625.0288288778596,-1496.2186393727673,0.0,6,359
75.26852535085588,-1206.8038077185138,433200,-1351.6388705014153,-578.9295560955755,-1459.8346923968427,0.0,6,360
97.21245297888495,-1390.1832755178611,434400,-1563.7047020653508,-664.7030958072246,-1665.6938477306285,0.0,6,361
70.88332477977318,-1633.4578756833937,435600,-1737.295594945108,-774.0110557666812,-1815.8285709169818,0.0,6,362
49.07693285487495,-1311.6164025869166,436800,-1359.9418804268773,-593.8732100609305,-1445.4509585794362,0.0,6,363
83.99337403471559,-756.2707822692836,438000,-910.8992043812462,-390.46098005382777,-1030.3284114767268,0.0,6,364
100.45004993113082,-1077.5262828448213,439200,-1222.762574804615,-530.4242167049472,-1412.6472211132061,0.0,6,365
72.05042590982126,-755.526736833309,440400,-853.8309235561802,-370.94176657577555,-961.4729655488424,0.0,6,366
62.62332555454305,-1516.7094960496952,441600,-1600.8663592520318,-699.9532039519245,-1685.0030612987373,0.0,6,367
82.3731406657774,-897.5613154383755,442800,-1042.1767993587384,-457.6567056624303,-1156.806765957055,0.0,6,368
91.15998982262421,-973.6987422417752,444000,-1142.6452329358433,-501.97174360981234,-1255.2992320252222,0.0,6,369
125.65764711732072,-1430.1973285508109,445200,-1570.605610370563,-690.914383028563,-1787.8507664731703,0.0,6,370
102.92747388358866,-861.050438588459,446400,-1001.4071924666099,-426.05795699032893,-1190.2237815357064,0.0,6,371
97.80502343557363,-1463.0675202430277,447600,-1603.0408764020133,-695.5343631010737,-1731.7915364971202,0.0,6,372
92.71428594500914,-976.7578101053249,448800,-1101.9575462004673,-481.12915986388936,-1225.8985021483945,0.0,6,373
110.97992853433993,-754.6483317244549,450000,-854.9078560637378,-379.05760668834637,-1070.1126783601637,0.0,6,374
49.01716316799245,-1147.6796522498016,451200,-1202.7804090980628,-518.1070711621055,-1271.7820197304743,0.0,6,375
58.34296480785309,-1399.5150127104143,452400,-1474.5557078229215,-645.467194439791,-1545.6908141564095,0.0,6,376
96.5799131240936,-682.0960019080527,453600,-844.6880436885498,-372.9450222432751,-963.6657501378994,0.0,6,377
85.72645216997972,-876.0153855366086,454800,-995.58665276041,-417.4067257586367,-1080.702294730083,0.0,6,378
80.36629216229612,-824.6565410497421,456000,-953.120398238907,-407.9335452562976,-1070.0035240544694,0.0,6,379
61.69941895472275,-1180.2632599749052,457200,-1260.8132836522896,-546.2231256213917,-1357.8990791659114,0.0,6,380
86.74706279178693,-905.1247466505163,458400,-985.8973063291182,-431.70017120908216,-1174.3682593785948,0.0,6,381
105.42779784390318,-1404.315109575656,459600,-1597.4406832307156,-692.6220055884761,-1716.1544331951393,0.0,6,382
98.61311164961313,-886.2807544370257,460800,-1028.1843504557546,-441.4524490424137,-1212.7788958907831,0.0,6,383
71.52932854020973,-1162.5269859435152,462000,-1301.381080539584,-565.7648647406826,-1378.0505477013874,0.0,6,384
84.68904722227285,-1339.7140098832028,463200,-1413.5096169354558,-617.84535445889,-1585.5080545697795,0.0,6,385
73.08843078483012,-807.5836650351812,464400,-923.2285281531795,-384.95364129587733,-1015.0520761052885,0.0,6,386
74.49782329852735,-867.0723560968551,465600,-912.1772954246462,-385.0407861077467,-1076.372324112129,0.0,6,387
136.38626977489918,-853.6719318017724,466800,-1077.5423264254334,-458.0635200867527,-1234.8975790532345,0.0,6,388
67.9623792388132,-1305.7465715818632,468000,-1419.4911226979439,-614.2720392613719,-1527.3929667371674,0.0,6,389
56.540237040761205,-1268.6520670398995,469200,-1349.357073699937,-581.8097556688919,-1414.3178471592423,0.0,6,390
102.79045807105774,-1417.1117411442187,470400,-1605.2156379904884,-703.8644155278856,-1703.2946214362114,0.0,6,391
92.57291048825293,-1527.3654736768003,471600,-1720.8667228363145,-757.5681326294381,-1826.0033237086434,0.0,6,392
102.50807713523908,-1142.7456756178808,472800,-1276.352413955656,-552.2928338383914,-1448.3446162642426,0.0,6,393
69.18611353019689,-1327.9827839457848,474000,-1385.2428159683707,-602.1730978940226,-1525.5212459143386,0.0,6,394
83.49688506867278,-1139.6914737674645,475200,-1220.6334334864507,-529.497343729012,-1396.358290688943,0.0,6,395
32.47023062313323,-1593.0750040217913,476400,-1654.6365462095089,-724.9306987150977,-1699.713411347846,0.0,6,396
104.49379975210283,-1373.712540575316,477600,-1555.015349560096,-682.1863215491132,-1693.5607944037533,0.0,6,397
37.60425946027709,-862.7105082585481,478800,-911.9714590399017,-407.8798504866907,-974.1227377097116,0.0,6,398
78.93332913033464,-1128.739398851122,480000,-1215.3472797925021,-526.1709113741917,-1358.826619355632,0.0,6,399
69.72629163220017,-1495.5656744483838,481200,-1572.6711977953528,-694.0912121567926,-1713.7107706447994,0.0,6,400
82.9146640319414,-1189.3959462592288,482400,-1323.7810684109193,-584.515569653341,-1458.9487300208805,0.0,6,401
60.34056946926835,-1579.3470087486928,483600,-1646.3762344531021,-706.7801277073208,-1771.339492199261,0.0,6,402
136.0211664452816,-968.2869617563846,484800,-1225.0662131886772,-533.8567778714917,-1415.5574268159955,0.0,6,403
103.43076630301356,-861.3124881588228,486000,-1025.3614649206768,-432.5983422983937,-1184.3254826617167,0.0,6,404
75.44898299372373,-852.8016926800658,487200,-914.3637486485844,-390.51063562374446,-1070.1033445151343,0.0,6,405
48.87001999577109,-857.8322060045615,488400,-927.2366695932459,-381.5008376584398,-997.9145322154485,0.0,6,406
97.6313691708317,-1430.4719753977347,489600,-1594.9483638176168,-685.6754876477971,-1701.550122458897,0.0,6,407
43.56698833234568,-1170.0918329177164,490800,-1209.777151397975,-521.1831029924567,-1275.0571837746816,0.0,6,408
73.8988078633134,-1177.7202170251514,492000,-1280.418973991011,-556.5127055436752,-1398.8122418745245,0.0,6,409
59.88032360199178,-1471.5440952786769,493200,-1577.862256221303,-685.3185066566244,-1670.3818785539231,0.0,6,410
136.58453993099542,-1466.0669944942622,494400,-1623.6889223375122,-715.3650417008844,-1823.7208874597002,0.0,6,411
37.91869064478924,-891.6715159515035,495600,-967.0848576974273,-413.5277026279802,-1003.7633154506572,0.0,6,412
73.80279777400554,-1586.8832269348266,496800,-1718.3887399535158,-754.2917360219726,-1839.6902923824978,0.0,6,413
91.97052503203011,-1303.6551903715554,498000,-1442.6276510430707,-619.5747605320138,-1541.3638005139944,0.0,6,414
68.6934869113407,-759.4853703709126,499200,-863.8450129896269,-345.00036866949085,-961.4816977523856,0.0,6,415
60.79672382783358,-1313.4215509297112,500400,-1365.305127282705,-593.259934041107,-1485.233347924635,0.0,6,416
118.0615155748422,-1472.0133722390844,501600,-1678.3807853032251,-721.581344376631,-1783.463433225313,0.0,6,417
48.9574703166714,-1347.6838758375116,502800,-1426.0649424791636,-617.5175344074968,-1505.2634084980064,0.0,6,418
65.42339570942279,-1330.5224597507888,504000,-1422.6980394454513,-616.39019492012,-1518.6797491137936,0.0,6,419
85.88664912154289,-958.3681563599332,505200,-1077.7959727778837,-470.55436944707293,-1164.2704477969603,0.0,6,420
64.65395424067185,-1701.2960950926715,506400,-1779.278704579031,-782.8870068512633,-1867.4039087682008,0.0,6,421
100.08040820228251,-873.6843336495508,507600,-1025.423931418539,-440.56963375028073,-1187.633431705724,0.0,6,422
77.66542131500766,-1068.0513484025673,508800,-1171.2572432833003,-515.883075723517,-1297.1732752331377,0.0,6,423
66.02883584754629,-748.0914184683476,510000,-822.6024949417455,-305.7380783797203,-945.9059014199847,0.0,6,424
80.23610265978391,-1577.3040023360938,511200,-1657.8770197968968,-716.7693131755321,-1806.3077309541015,0.0,6,425
137.77882854803553,-634.9554853250788,512400,-867.3951265689988,-341.92356371694103,-1072.478514997835,0.0,6,426
128.62764621352636,-1306.889516868106,513600,-1509.434498326407,-659.6585016477972,-1746.2301752140893,0.0,6,427
59.95488741929831,-855.9593027958978,514800,-972.9825875849316,-392.9133633861896,-1059.771987898141,0.0,6,428
24.011996198013588,-1608.6894932874154,516000,-1638.2640356986951,-727.5124353841478,-1680.3229694829224,0.0,6,429
95.76392686955903,-1161.9420411384672,517200,-1304.0202181060395,-562.8483120037299,-1465.917677143588,0.0,6,430
127.41120227630509,-940.9602370980834,518400,-1128.0047721582137,-486.0820286116614,-1336.2866662935326,0.0,6,431
90.02351403632929,-1109.2858378034778,519600,-1233.257912277273,-531.9618196909195,-1389.6762214109003,0.0,6,432
39.00796026954549,-883.8970925371895,520800,-967.9257941786735,-421.8898964680718,-998.734818361651,0.0,6,433
83.77022971204768,-786.8459044311938,522000,-914.2454041906896,-381.87170110744586,-1038.5276169926392,0.0,6,434
51.652062859709424,-1513.1409267443084,523200,-1592.2364566256713,-691.1465764868523,-1679.944489528779,0.0,6,435
106.59326123650717,-865.6850018224326,524400,-1002.4969240246838,-437.1769405682787,-1173.130287032445,0.0,6,436
75.90819267669914,-1334.2071460736854,525600,-1455.9997420149375,-630.0284665432426,-1554.9721468091911,0.0,6,437
41.08293425026371,-1070.0429467441031,526800,-1143.0619136232597,-496.37152515801193,-1186.9286453218656,0.0,6,438
101.85803133679798,-1314.1926118927042,528000,-1490.156453677185,-643.384749867632,-1639.8810703474849,0.0,6,439
132.8057415965438,-750.8214884912308,529200,-938.0416763589639,-404.68761440544637,-1071.638728997896,0.0,6,440
78.83710180240546,-1215.7655758896337,530400,-1352.2289642745056,-585.0713738873789,-1443.2989615123172,0.0,6,441
26.193101805132912,-1281.867559755735,531600,-1317.1062038883892,-575.0291411578888,-1350.090877828312,0.0,6,442
60.82509423189935,-993.8239151470157,532800,-1092.9858407940583,-472.9613716313767,-1198.672071738992,0.0,6,443
99.67797342676955,-796.1825000916001,534000,-920.6881758955051,-380.7587379203488,-1068.7790448646945,0.0,6,444
106.97381078316972,-824.0030668804168,535200,-953.568710470423,-401.0209947081121,-1163.793530368784,0.0,6,445
121.41948990038985,-1388.5959100039809,536400,-1563.3994505368971,-679.0589029490881,-1797.0395961797196,0.0,6,446
105.61659829695147,-762.2921706655987,537600,-922.0219791881759,-357.36890368678064,-1061.459696514771,0.0,6,447
87.4231320346873,-1286.256272124229,538800,-1397.3097036493293,-606.3959249471567,-1537.6115735670692,0.0,6,448
82.61549490270971,-1282.2649077859903,540000,-1422.1861633565968,-605.3152543092137,-1516.9318110255463,0.0,6,449
52.846615588223884,-1461.6886872740931,541200,-1543.801536466631,-678.2049139458125,-1629.7344804563602,0.0,6,450
84.06197148940949,-1071.0722128173759,542400,-1143.3561224504226,-501.17103324297,-1304.3668943586233,0.0,6,451
80.6824683604108,-746.5442948590148,543600,-833.6913897035762,-363.0966715196303,-957.6752009920658,0.0,6,452
58.119489972576545,-1486.3617179718776,544800,-1581.0572120969734,-687.3161042671496,-1665.2703406960275,0.0,6,453
70.79904776420427,-829.159319397457,546000,-918.9756214713644,-382.4294438163726,-1051.1233170123512,0.0,6,454
18.826366621368916,-890.9710045297056,547200,-905.1651026742388,-388.88064775425386,-945.8938230554216,0.0,6,455
89.44801871691924,-1515.7091606473523,548400,-1659.3488013741407,-734.4975852697138,-1795.5553117841125,0.0,6,456
78.9739420546709,-1524.6043121365403,549600,-1663.7524368604202,-727.7900042403181,-1759.9809415617767,0.0,6,457
77.79506062835188,-1291.3173440127034,550800,-1413.8425688926948,-608.9110081902243,-1519.9891269851362,0.0,6,458
136.59584435410517,-683.3028136162892,552000,-953.576739753812,-403.1836687128247,-1065.8023652144357,0.0,6,459
26.211701680670693,-1307.9956291641802,553200,-1325.4947302735964,-584.8251318065271,-1382.085695455927,0.0,6,460
63.30180514481345,-1165.7888772963886,554400,-1265.4061125789926,-555.3037493278965,-1359.501123841306,0.0,6,461
90.41502569496369,-1299.8845484395172,555600,-1437.8929950332142,-627.5050269337013,-1544.4016031013275,0.0,6,462
66.96859457948314,-1339.637134952433,556800,-1456.4334209381389,-639.4322144422755,-1559.346586146806,0.0,6,463
66.80735567256764,-1330.9419057869834,558000,-1421.9855892852422,-616.6418014046928,-1506.4480322789339,0.0,6,464
86.77993285457518,-877.1543756194183,559200,-1000.6087277005182,-432.6655808745965,-1170.723325793191,0.0,6,465
81.01484575941329,-1575.9640179919086,560400,-1729.2101622837126,-768.3183523791075,-1817.8002035131306,0.0,6,466
102.5923086394799,-918.2590744199043,561600,-1120.1268367599685,-486.4283342500715,-1242.9126070264986,0.0,6,467
117.37100130923598,-1272.5529881237,562800,-1436.5547529985051,-621.5221922696488,-1615.4164443319303,0.0,6,468
83.338505540496,-747.6176259070262,564000,-844.5479720334039,-333.35856233154425,-971.2345048225638,0.0,6,469
117.9519216777267,-856.2514901740725,565200,-986.2992387836684,-443.2686343031355,-1171.327943490709,0.0,6,470
110.25414460094788,-980.7508362435753,566400,-1117.2427710539155,-484.94903728974754,-1274.02629404041,0.0,6,471
180.29953734214425,-748.5279994548221,567600,-913.3166313840493,-393.2718400821923,-1240.722394264443,0.0,6,472
87.62442180039851,-847.6031060342209,568800,-960.7369354500962,-407.54312649956915,-1071.3557062859124,0.0,6,473
93.51440227249277,-806.0023376918709,570000,-934.4650765435648,-385.97144950581514,-1074.404290662565,0.0,6,474
82.91254260356537,-975.8473002061266,571200,-1094.8660106891593,-475.85114826662493,-1221.815728203503,0.0,6,475
114.30094294390703,-1276.8386522413546,572400,-1458.6715398666793,-632.1551802830166,-1600.1556322119388,0.0,6,476
81.69136328190594,-1452.7787095030974,573600,-1553.9086069291463,-676.3975051423301,-1708.5349254757725,0.0,6,477
61.96233040532924,-1156.5013972858965,574800,-1220.5298625594924,-531.5417880403385,-1346.7825547094883,0.0,6,478
54.00668490081268,-1602.4175206081866,576000,-1705.0044165523284,-746.6628496012644,-1765.6122088063655,0.0,6,479
83.93785146902994,-796.5318250683022,577200,-911.9917044908553,-384.7832918363079,-1035.588746746231,0.0,6,480
36.99673711077761,-898.6709565330327,578400,-933.0017392836313,-395.76131404837446,-988.3304337548391,0.0,6,481
44.72896805419193,-1309.8176161938763,579600,-1362.3693129794895,-596.5984574593537,-1428.8732451279934,0.0,6,482
47.24446088234234,-1213.2792695863775,580800,-1278.1874551318954,-555.4374920324022,-1353.5167984019151,0.0,6,483
43.44090476543787,-1679.2192012009355,582000,-1742.2109145933482,-772.9116655127518,-1803.4961400054717,0.0,6,484
114.38939961086788,-1099.2421156030566,583200,-1277.7813235973683,-552.4109998389455,-1424.006945609588,0.0,6,485
87.37707432762136,-1585.3817657954733,584400,-1728.9282002964248,-756.2078001977874,-1818.2339991431365,0.0,6,486
78.2625797917946,-1319.0245037555512,585600,-1415.7955169208528,-625.8121216251354,-1568.1299937091842,0.0,6,487
