Evaluation/StdReturn,Evaluation/MaxReturn,TotalEnvSteps,Evaluation/AverageReturn,Evaluation/AverageDiscountedReturn,Evaluation/MinReturn,Evaluation/TerminationRate,Evaluation/NumEpisodes,Evaluation/Iteration
113.93480395028791,-745.8627262267744,60000,-912.7173247339264,-392.24656111373315,-1062.6822275448933,0.0,6,49
101.33407577862224,-1061.1749354915348,61200,-1241.7958878083641,-541.9976625275893,-1349.458059922201,0.0,6,50
79.04507646762026,-754.3053648976514,62400,-873.7398159682356,-397.4851421541136,-1002.6549457515692,0.0,6,51
119.28884775613557,-1301.9494229819434,63600,-1442.2729592375636,-630.7495244077808,-1617.824923239322,0.0,6,52
56.418223018536736,-1332.3890779845829,64800,-1409.6642909569275,-623.0978043536779,-1490.7909734468476,0.0,6,53
49.521498043090844,-1032.3006774356834,66000,-1094.380770194696,-464.45501531012275,-1188.2314282212542,0.0,6,54
115.49345439158348,-757.1479692592212,67200,-900.2018291836653,-376.6334200035919,-1061.9600888351645,0.0,6,55
121.84825784180155,-1448.0768183256441,68400,-1567.5086490547876,-679.5705876108544,-1762.3947186409077,0.0,6,56
63.91100873195909,-1579.2724639023113,69600,-1698.8855566813238,-745.3936554293327,-1780.7755795655526,0.0,6,57
89.09560894366902,-875.2308525335973,70800,-1026.2718464342743,-440.4989337000381,-1163.9873201060982,0.0,6,58
71.51731937491031,-1379.2258657386312,72000,-1472.8193901686109,-643.4582663702603,-1609.1748046319062,0.0,6,59
82.64953508128335,-1065.6465630946486,73200,-1202.554474338395,-527.0391823736514,-1315.7326261006895,0.0,6,60
94.54357933422143,-1074.0279555173734,74400,-1274.2129674680493,-560.3905940828225,-1350.4064718334596,0.0,6,61
101.03420340212111,-881.9060306436755,75600,-974.2276203773023,-417.7472277546829,-1158.17428335066,0.0,6,62
98.05808091434713,-865.9492561938649,76800,-1068.2620038927232,-467.97651477673685,-1177.1814512084911,0.0,6,63
70.9700456179088,-1308.6798992349625,78000,-1386.1219299905904,-607.2367824080717,-1506.4904456272802,0.0,6,64
116.27176860103633,-1583.2278726465838,79200,-1694.8696605971525,-750.9470407919288,-1850.4738861172564,0.0,6,65
68.12009024494748,-1534.0032863861506,80400,-1623.2079058848942,-713.5307046451207,-1712.0452396909134,0.0,6,66
40.514405801503585,-873.8699819797254,81600,-917.1451578314387,-385.67319856065023,-982.7065212982343,0.0,6,67
135.7354609147145,-1174.4242891960323,82800,-1334.8531214620652,-572.9441501023306,-1615.9314806817442,0.0,6,68
92.23079424888623,-1329.989183526788,84000,-1499.632453558287,-657.5231080710217,-1597.2977598579134,0.0,6,69
126.09745162548498,-1454.79835122456,85200,-1709.4978485801328,-747.2542937262542,-1835.8908411950608,0.0,6,70
32.04064117272559,-1671.3898690409137,86400,-1719.2454137756938,-759.5444749044362,-1754.6072613888143,0.0,6,71
108.2034252025631,-752.1759324280089,87600,-879.0664785964427,-375.3463088485202,-1084.064503026471,0.0,6,72
128.0746766863479,-1075.526027245685,88800,-1261.2294644506046,-554.6562844327242,-1463.5744868634736,0.0,6,73
62.43067164672553,-1165.0936578075225,90000,-1238.2047214021811,-542.0003389483612,-1320.8030641785922,0.0,6,74
67.96468495863651,-872.0057620504815,91200,-925.3881487263958,-403.3663951202136,-1068.6058178699861,0.0,6,75
52.8680059814501,-863.0540379859683,92400,-952.1828172048378,-403.42510635049126,-1032.06121339961,0.0,6,76
43.34427775308176,-1183.5945418616732,93600,-1276.051434061397,-542.2967171445034,-1311.1500234221762,0.0,6,77
33.82642516922245,-1611.1496999652124,94800,-1677.4779783418792,-733.4633206373934,-1720.7205140586873,0.0,6,78
72.66151268628735,-861.5747801314986,96000,-991.5436380044354,-412.93150827919095,-1097.335539108366,0.0,6,79
169.22842127584354,-856.7872861714003,97200,-1094.8334577283051,-477.6175064942076,-1269.8948936478832,0.0,6,80
55.21984567074937,-889.1394973711261,98400,-945.5084225287255,-406.73882264497246,-1044.2304930323523,0.0,6,81
119.41964467011002,-882.5090086563355,99600,-1042.9985919468852,-456.87857210800274,-1172.124163183273,0.0,6,82
85.77614640086436,-1612.6699727867835,100800,-1726.5962203791476,-759.2667933997503,-1858.2958061113045,0.0,6,83
105.68847039390704,-1090.0327218793366,102000,-1270.7941353015824,-563.6356141198994,-1380.8601956191244,0.0,6,84
141.39833727753975,-637.7038946391026,103200,-841.237961634437,-351.58012626287024,-1064.964311248279,0.0,6,85
75.00526543374691,-1147.6772630876796,104400,-1220.1855454922,-526.4050666478466,-1338.2788915601916,0.0,6,86
57.927312101800304,-1080.7930016347611,105600,-1148.6332535218146,-501.82350917390517,-1259.2513788541164,0.0,6,87
83.08335718945592,-1549.050587284282,106800,-1653.7096669664033,-721.7306175538055,-1807.3025003654075,0.0,6,88
108.67783769931991,-747.1543460592578,108000,-936.0614296015393,-399.9862946321247,-1088.210311709929,0.0,6,89
65.39229590305175,-1021.9193634764337,109200,-1127.0489453182672,-488.9058652761121,-1211.2349861783248,0.0,6,90
71.9986207648708,-1418.7895345059574,110400,-1499.3981686449695,-642.8918198037239,-1604.153891824258,0.0,6,91
87.978857381697,-1312.5699326954498,111600,-1421.5004855135855,-619.1665247761583,-1562.6601465562044,0.0,6,92
57.50662483908496,-777.4994453127719,112800,-877.9607098163561,-347.8632372296361,-972.7581384935864,0.0,6,93
85.18320431959398,-1027.1883751028638,114000,-1204.4613659445986,-517.4526727165891,-1280.569597197807,0.0,6,94
83.27036900238072,-1077.5926750040255,115200,-1235.242341624191,-530.5883269142862,-1336.1562674931997,0.0,6,95
80.54100720412752,-873.0541389952758,116400,-991.4653749085945,-411.34100548846897,-1072.7545045013967,0.0,6,96
70.74016063213074,-1064.344337113605,117600,-1153.604631528959,-499.8998437737868,-1291.0435242381357,0.0,6,97
39.561184105875526,-780.8575742837123,118800,-860.3114217228458,-361.0800677137823,-900.747804628631,0.0,6,98
95.70951609267603,-774.7833697409064,120000,-923.7435403156718,-377.8477666419315,-1057.5616519729922,0.0,6,99
94.9066647023486,-755.3082311070425,121200,-951.4532231270108,-415.774159517726,-1069.7872428884086,0.0,6,100
51.57458267517727,-1184.5948474652473,122400,-1276.894295870152,-548.7102221825214,-1345.9115219480473,0.0,6,101
58.468670712311564,-1302.7312298870834,123600,-1420.0370918400301,-617.7615510291419,-1494.3965029820968,0.0,6,102
122.20852780094523,-794.5717490020934,124800,-942.7391790858286,-404.6782092722171,-1142.1237299333266,0.0,6,103
132.5072586752112,-1075.941909465373,126000,-1281.4497054992937,-564.4990554676148,-1459.4205914616812,0.0,6,104
55.71590539282102,-1498.497716552456,127200,-1586.8991982353855,-690.6204159499166,-1677.0775411047282,0.0,6,105
56.36560997587796,-845.2151843666692,128400,-913.7439109288974,-361.86035824882515,-1004.6011360224834,0.0,6,106
56.93607470594994,-1117.7080751202702,129600,-1197.125593691232,-516.6766347033864,-1294.3070589446418,0.0,6,107
62.36807344587255,-1674.386228281406,130800,-1764.186567624347,-776.8887730292425,-1870.3797425090008,0.0,6,108
111.762188240451,-965.3679502590809,132000,-1164.6490329427495,-503.1294045673572,-1275.7688436522474,0.0,6,109
81.20645193408136,-1598.4553649118868,133200,-1686.4925583306438,-741.9473441999108,-1778.8750072055666,0.0,6,110
102.50357684708591,-854.4482928981136,134400,-983.9921593090562,-422.70192231249393,-1159.1776795398519,0.0,6,111
58.93595861301094,-743.6021781078352,135600,-802.8369649402244,-319.1829240046706,-892.0514201679641,0.0,6,112
94.84327188904524,-963.2645539668187,136800,-1056.9444592716097,-456.59676214802454,-1183.1613440455867,0.0,6,113
80.83064296730527,-1310.9704347084967,138000,-1396.8096366670318,-597.4499690663242,-1495.504135497788,0.0,6,114
88.99729569343079,-749.5581473271969,139200,-837.226647940875,-354.24740869637236,-962.9132239880917,0.0,6,115
72.08806840721819,-1391.562236530992,140400,-1526.4294429830188,-667.1039128808635,-1605.8890198711285,0.0,6,116
69.8853458119508,-960.2694483883785,141600,-1098.2620107759515,-479.2213904708112,-1178.4933120323537,0.0,6,117
128.4143176832902,-1076.5673798787743,142800,-1275.6597956692663,-559.8186958592242,-1455.5995541987256,0.0,6,118
38.802407743202636,-1423.0861888033023,144000,-1479.76434941698,-649.2949021351792,-1535.4944619408088,0.0,6,119
36.641915950940096,-781.2365317348741,145200,-856.1414083113208,-339.821670524987,-897.0831708476528,0.0,6,120
75.53358441476338,-1425.2625621765908,146400,-1536.7841276329684,-678.3310996665099,-1623.1848662422133,0.0,6,121
46.765765000735406,-1094.6322257261852,147600,-1161.310421171335,-504.4767328688006,-1244.4504273702898,0.0,6,122
71.51876226700517,-834.0095721842903,148800,-916.6409277327244,-379.0973943083486,-1038.8391741336736,0.0,6,123
47.160383571275815,-1740.7161682719054,150000,-1805.685739081956,-789.538191593131,-1876.3303828709513,0.0,6,124
77.80310107486274,-1566.4660109791605,151200,-1696.0931519589756,-740.8468878367172,-1819.039063437276,0.0,6,125
95.61022121278455,-882.5662557838817,152400,-1003.6858731239189,-431.87177750918494,-1136.1086746825638,0.0,6,126
62.508445762236825,-781.4778560340587,153600,-877.0929588885964,-366.8365252137317,-960.3578753436543,0.0,6,127
67.51343372635861,-1100.9290279172662,154800,-1243.3747553042203,-540.4158002566827,-1301.7590325216254,0.0,6,128
117.06547584700684,-1283.6387519896432,156000,-1453.4904566999382,-625.1181486769709,-1651.506153419136,0.0,6,129
85.57857884540007,-1182.093723533802,157200,-1343.65870160883,-582.1282696700531,-1440.5650954552211,0.0,6,130
123.55267153613813,-1003.9940267338432,158400,-1199.1960822280448,-523.2279587032901,-1383.4602942781398,0.0,6,131
51.28748976415914,-1535.5758453320734,159600,-1607.8166130379711,-703.4552584578701,-1695.306410338023,0.0,6,132
100.63867168266299,-957.1327055356846,160800,-1168.228620620188,-511.80747932503937,-1268.889765830912,0.0,6,133
59.58149516984255,-1657.5110348211992,162000,-1771.553630771894,-772.2442120896111,-1855.0112800961288,0.0,6,134
40.881251192577416,-1186.8903989361572,163200,-1274.4182311896536,-555.5018490987346,-1308.6826312509647,0.0,6,135
109.06594475200215,-1547.9832512293847,164400,-1700.6519248629063,-740.674471426467,-1872.3295983254955,0.0,6,136
120.81194507117706,-956.6675560774006,165600,-1122.8994807450597,-492.94060858488274,-1301.7559973171735,0.0,6,137
86.60875535732956,-1155.6008392594,166800,-1282.1810358127293,-560.2364241540964,-1407.3441219850847,0.0,6,138
126.31219878412544,-1141.7910281241466,168000,-1294.8737173895431,-575.9372499207169,-1534.9582056714787,0.0,6,139
92.54561594484571,-752.9663503709837,169200,-918.9321075671413,-387.70209419500753,-1036.0020751710736,0.0,6,140
48.08997222518105,-925.09188910958,170400,-1003.3942484240738,-430.30320527023656,-1068.8002271261832,0.0,6,141
76.39012875312372,-1163.8168653934924,171600,-1257.3922078531293,-556.6631952576444,-1358.007950874076,0.0,6,142
81.50559564011917,-1501.8056673291426,172800,-1594.6508304387537,-696.9378142098021,-1712.9719031414672,0.0,6,143
82.49006991520214,-963.7731842242118,174000,-1076.0250536666388,-461.10209191718036,-1178.8930649694184,0.0,6,144
109.70874660590457,-1302.4878429014216,175200,-1494.8770292025638,-660.6390538981121,-1669.556235303377,0.0,6,145
77.00184309494794,-1530.6575548566686,176400,-1689.3586860132448,-744.464953817194,-1756.1725322489433,0.0,6,146
79.92767126383993,-1078.4591222255228,177600,-1201.4874701857416,-532.8000399439799,-1287.7384276238076,0.0,6,147
84.66911935514422,-1187.211390685807,178800,-1336.6868350965794,-589.3433914987912,-1459.414085951629,0.0,6,148
43.607257397401575,-874.7771163785956,180000,-915.0966904268216,-381.0695598809759,-997.9304041273517,0.0,6,149
72.10471830639983,-742.3795835977991,181200,-848.6458552338959,-373.7203934202211,-956.923281061211,0.0,6,150
41.62830338907869,-976.0467873740541,182400,-1026.0568541921048,-450.2017041217514,-1070.1604665601546,0.0,6,151
88.39323248627288,-1540.7807866771525,183600,-1668.0155499318544,-738.1278823415138,-1796.7218997843,0.0,6,152
74.52537253540899,-873.7269324453124,184800,-981.0991270011817,-420.7335808673301,-1124.7508441658601,0.0,6,153
90.67041806959783,-760.7938586657939,186000,-935.814417604846,-373.63082622527236,-1040.0599641941255,0.0,6,154
67.2737859785894,-962.7019061889981,187200,-1083.2596837728104,-470.4907695642949,-1166.601988747042,0.0,6,155
67.72532534800361,-781.4983998167862,188400,-877.4575414659361,-373.29016576377944,-1007.8986174890404,0.0,6,156
114.94212981547872,-802.2119854205519,189600,-968.3021950283974,-408.4294877360118,-1143.7301033162398,0.0,6,157
61.85746662109942,-993.0535673539268,190800,-1100.5102681699366,-482.63775984921546,-1180.9912657800694,0.0,6,158
116.41903118421254,-747.8464022822061,192000,-861.1830728600854,-325.724231903919,-1054.796663011738,0.0,6,159
157.95347961740742,-1418.4943168963364,193200,-1630.4549478220288,-716.3196816007352,-1821.3486159970328,0.0,6,160
81.20234618135825,-848.9540604574969,194400,-964.2336588117946,-411.39618531415135,-1067.1367156138758,0.0,6,161
68.92369959491141,-1001.0419858363881,195600,-1093.2654908347106,-477.481087748007,-1179.6101067313618,0.0,6,162
128.06289456021503,-870.7886107973893,196800,-1097.9949169693139,-477.8144285750121,-1205.013063138802,0.0,6,163
52.92614078726627,-1171.6131882461937,198000,-1225.6619265150177,-530.8413068577385,-1299.9669783961185,0.0,6,164
100.62698178722484,-780.4845742154288,199200,-952.8622357400523,-376.6501981268389,-1076.2066726419441,0.0,6,165
56.57612859597603,-1674.0885268208915,200400,-1771.9402027276344,-780.187914903053,-1844.823599979306,0.0,6,166
74.76653367871835,-1190.812433699333,201600,-1307.4924746532758,-570.7769130102628,-1401.4954489791783,0.0,6,167
82.01096854655496,-1183.3314426192162,202800,-1277.625327367629,-558.1806314308036,-1397.204412954563,0.0,6,168
73.97402194391768,-1180.7416992048213,204000,-1332.7357917211837,-585.9622322776717,-1418.8189289968782,0.0,6,169
76.95494422830704,-1426.8357510609153,205200,-1575.3436914810966,-691.0191490433523,-1685.7440727526607,0.0,6,170
138.964223530876,-1177.3070557578756,206400,-1366.8671777433854,-605.5797462639672,-1557.4019132416427,0.0,6,171
89.53196792577144,-1304.5525963602677,207600,-1406.835005565371,-614.1221774467557,-1533.7678535190664,0.0,6,172
107.92505950958804,-978.3242252774213,208800,-1186.7252602046262,-521.3156310344274,-1321.0190621680526,0.0,6,173
72.1306025730788,-1340.9818648865578,210000,-1412.3630787334941,-616.3964417363676,-1531.9294591123337,0.0,6,174
60.019025820317005,-1283.845546353894,211200,-1345.4072145618,-582.5423021868374,-1458.7779383412817,0.0,6,175
124.51973835974876,-1419.1635788232722,212400,-1569.0049972242043,-689.7404704648594,-1793.675357304308,0.0,6,176
101.09595293621773,-882.7347579186676,213600,-973.0474872666636,-413.1041181327375,-1185.2851775064134,0.0,6,177
107.04341331895657,-1511.6993194418221,214800,-1622.0747149079318,-710.6541735979341,-1821.153947041175,0.0,6,178
107.01767131223572,-792.0747127503256,216000,-919.846146595257,-379.56836318441646,-1134.1863754366927,0.0,6,179
86.94541716010792,-758.5373087398441,217200,-838.218150406783,-342.28128167313554,-1000.847852928857,0.0,6,180
82.7622981951299,-964.1077375081223,218400,-1133.913844398224,-488.39336984968395,-1218.8281093790542,0.0,6,181
56.29042290995954,-1136.7124364613048,219600,-1261.8138348052967,-544.843468618285,-1300.1372300488042,0.0,6,182
60.089527794575915,-1167.0652237549014,220800,-1256.0557674913757,-550.2573959944837,-1313.5744151249621,0.0,6,183
127.60606252840017,-869.1100051589667,222000,-1059.8367733459816,-456.57986946159286,-1248.8391353132579,0.0,6,184
63.17048943986877,-866.3529142868363,223200,-951.9796556177444,-415.29076029908384,-1021.1820764004027,0.0,6,185
77.94398704230262,-1337.3438829443296,224400,-1434.7036684457278,-615.036336101226,-1532.5139127231396,0.0,6,186
86.2835250543091,-767.3344055705126,225600,-905.6814624433088,-351.96863084855863,-1010.7695213013237,0.0,6,187
85.85941751945535,-1190.192240683902,226800,-1308.3726614157576,-568.5778146787947,-1459.1537205113782,0.0,6,188
58.18773069431455,-881.2806569582955,228000,-985.965402087848,-424.2547522056177,-1056.9530572521583,0.0,6,189
118.34990838971119,-985.7508535709048,229200,-1209.819365220518,-524.5566995505179,-1337.4760348011655,0.0,6,190
164.7357901002194,-856.5125338791563,230400,-1146.092945288128,-501.2841125516608,-1279.043554037431,0.0,6,191
67.81765426417805,-786.3621804840619,231600,-883.640517548734,-352.0529196990422,-971.482403218078,0.0,6,192
123.74574109657418,-1415.1311851286562,232800,-1572.2242145049984,-686.4785037989514,-1741.3099975799669,0.0,6,193
111.53451564277096,-1264.1078738922602,234000,-1421.0140705916572,-618.7082923576015,-1612.2769142143425,0.0,6,194
131.19701641833026,-1189.5096392186297,235200,-1371.8006740552207,-600.9113914276752,-1568.1570018369061,0.0,6,195
89.62496036833475,-960.3922225501657,236400,-1051.1517089379897,-468.53073043925207,-1172.1033065301651,0.0,6,196
151.48303269790077,-872.9729167142244,237600,-1200.2925262258332,-529.3391146271973,-1324.4997041591462,0.0,6,197
109.77611824439484,-1347.5290292647,238800,-1461.214357477976,-634.7643116010235,-1681.097373200631,0.0,6,198
73.63105759371533,-756.907489286253,240000,-851.3201944526687,-365.06808722148793,-960.2386493729974,0.0,6,199
118.3353643410723,-870.9535598288267,241200,-973.3960257211146,-423.21789911368097,-1162.8934396978602,0.0,6,200
68.57567383841541,-1294.2283163991076,242400,-1373.6205104305598,-591.0237062450566,-1493.72646453804,0.0,6,201
73.69498592982865,-1188.7922420568386,243600,-1274.6674923162818,-544.8460947223853,-1411.8113658149994,0.0,6,202
46.72674458320247,-812.3848263878623,244800,-892.7194868197257,-389.92781368479973,-965.6551742484421,0.0,6,203
63.10188415799206,-1104.3197547172017,246000,-1235.6531879254414,-543.9264455708914,-1291.4242419353898,0.0,6,204
106.44885021172006,-1521.4579973010814,247200,-1674.68317094919,-727.5988233751399,-1800.9271988308158,0.0,6,205
72.67226896580408,-1068.674810038262,248400,-1191.872681024417,-513.8872621675057,-1288.4149763018745,0.0,6,206
35.78923405998788,-1736.2978654024835,249600,-1788.203226411689,-787.7906338111817,-1845.5166259891073,0.0,6,207
65.38309520421221,-832.5553239739193,250800,-924.296282746277,-379.95113576286786,-1022.7206756803347,0.0,6,208
76.41305984927538,-1193.6595819752547,252000,-1319.4763778479796,-578.5720461495378,-1441.4986896012063,0.0,6,209
103.1350974162453,-801.0547156431775,253200,-993.064384521777,-430.7115819889893,-1104.3529967168902,0.0,6,210
102.3144317998258,-872.5386449259624,254400,-995.0392317995578,-421.6160012715245,-1152.2425027965494,0.0,6,211
107.57661761106803,-1270.402287345033,255600,-1386.001388190102,-593.9524356737384,-1593.192126753412,0.0,6,212
158.80824319906114,-875.5291754164502,256800,-1094.4283971392024,-478.56791791138585,-1314.5070525322067,0.0,6,213
36.94668291732338,-1378.5746184989048,258000,-1430.5066089843997,-616.3051421752261,-1488.541742962329,0.0,6,214
86.86519563850763,-1244.340767902726,259200,-1323.794573719763,-565.5591601497898,-1456.209512963423,0.0,6,215
92.11214811168219,-1489.1676378441089,260400,-1567.7309558527247,-687.0356166947194,-1766.7079854750752,0.0,6,216
45.13888478994931,-1146.5358464496555,261600,-1218.7545841462454,-528.9560886578429,-1276.3258787621446,0.0,6,217
104.73296465660422,-649.4623009820313,262800,-823.7593316500139,-335.55101794676494,-984.7930592366256,0.0,6,218
122.81111264558949,-1323.9886438327023,264000,-1437.5398367907019,-625.8759544943962,-1687.4299839660123,0.0,6,219
118.00622462962026,-867.6856899737625,265200,-1063.9285031036593,-465.9360000394111,-1255.796465217919,0.0,6,220
40.20179217679403,-1205.4484206117836,266400,-1284.014171701231,-552.5222858569705,-1333.4243067726745,0.0,6,221
88.72896583487069,-1228.7020660646715,267600,-1310.1042990550804,-565.6775648866601,-1500.07144304891,0.0,6,222
32.15881502656692,-1260.7650826517695,268800,-1297.6200998899953,-564.9991338595231,-1357.2188070800255,0.0,6,223
73.59075590779783,-778.0053687797426,270000,-904.4583980176711,-387.414402171715,-991.4549589000966,0.0,6,224
78.50518939008619,-1091.0158027056284,271200,-1241.3537893459404,-533.5792475938205,-1330.4561106272351,0.0,6,225
122.45135433834633,-735.6352062126367,272400,-932.1702933478265,-382.5689367241917,-1078.8530082640168,0.0,6,226
92.11046528341713,-1594.0838937494282,273600,-1725.0277712347543,-748.6713458352425,-1844.6526131728765,0.0,6,227
75.08546952093769,-878.1762246349118,274800,-959.6396360820455,-419.1255983694805,-1073.311960611404,0.0,6,228
145.22054424105167,-778.397335352763,276000,-969.8865246418559,-418.3428638588107,-1158.8014647387804,0.0,6,229
56.94023472035519,-1615.3542885793124,277200,-1719.8926002240667,-740.3083704089462,-1788.0642362990109,0.0,6,230
142.6259481453627,-803.9335377308745,278400,-1052.6060774815817,-456.2570555944228,-1257.431286569008,0.0,6,231
61.64253204237874,-836.267454814398,279600,-890.574092417421,-358.621049987624,-1016.5968737865059,0.0,6,232
105.65154391246901,-1535.7565043966629,280800,-1668.0646200253823,-726.7213132543715,-1796.9671464195865,0.0,6,233
104.97888211903525,-956.6204989480542,282000,-1178.5878869937903,-517.0344539123377,-1276.6090232556558,0.0,6,234
105.3563120072932,-1206.2711674012626,283200,-1343.7071119490563,-590.2474351797531,-1550.0289002709933,0.0,6,235
122.92056829383812,-651.6161951478422,284400,-859.8470977554499,-377.3120761431496,-1021.4849530215063,0.0,6,236
66.06302285869597,-913.1113986108836,285600,-1015.8967895475344,-439.57547318000167,-1096.6319543565558,0.0,6,237
90.12785254149577,-1436.1286604307593,286800,-1573.382402125066,-685.064153117729,-1660.3838484731546,0.0,6,238
82.0069582756842,-793.7997453123677,288000,-907.7955896770532,-387.2414421377362,-1063.0234564088432,0.0,6,239
69.11621391047025,-964.8096552860435,289200,-1093.177484665108,-487.21791787547164,-1171.0392774361883,0.0,6,240
83.60548819785878,-758.7826028861933,290400,-891.7996917647106,-382.4894953370643,-1019.7888074332913,0.0,6,241
82.78961603358147,-844.6463994922035,291600,-985.9862999585354,-425.04229403761923,-1105.6238655142117,0.0,6,242
